"","unit","timestamp","sensor","genotype","g_alias","treatment","3D Leaf Area mm²","Canopy Light Penetration Depth mm","Convex Hull Area Coverage %","Convex Hull Area mm²","Convex Hull Aspect Ratio","Convex Hull Circumference mm","Convex Hull Maximum Width mm","Digital Biomass mm³","GLI Average","GLI [-0.2:0] %","GLI [-1:-0.2] %","GLI [0.15:0.3] %","GLI [0.3:0.6] %","GLI [0.6:1] %","GLI [0:0.15] %","Hue Average °","Hue [0:25] %","Hue [100:125] %","Hue [125:360] %","Hue [25:50] %","Hue [50:75] %","Hue [75:100] %","Lightness Average %","Lightness [0:0] %","Lightness [0:25] %","Lightness [100:100] %","Lightness [25:50] %","Lightness [50:75] %","Lightness [75:100] %","NA NA","NDVI Average","NDVI [-1:0] %","NDVI [0.15:0.3] %","NDVI [0.3:0.45] %","NDVI [0.45:0.6] %","NDVI [0.6:1] %","NDVI [0:0.15] %","NPCI Average","NPCI [-0.2:0] %","NPCI [-1:-0.2] %","NPCI [0.2:0.4] %","NPCI [0.4:0.6] %","NPCI [0.6:1] %","NPCI [0:0.2] %","PSRI Average","PSRI [-0.2:0] %","PSRI [-0.4:-0.2] %","PSRI [-0.8:-0.4] %","PSRI [-4:-0.8] %","PSRI [0.2:4] %","PSRI [0:0.2] %","Plant Height Averaged mm","Plant Height Max mm","Projected Leaf Area mm²","Saturation Average %","Saturation [0:0] %","Saturation [0:25] %","Saturation [100:100] %","Saturation [25:50] %","Saturation [50:75] %","Saturation [75:100] %","Surface Angle Average °","Voxel Volume Total mm³"
"2402","15:8:4",2022-12-02 17:07:24,"A","potato","potato","n/a",13651.8,71.7139,58.4413,16676,80.3287,482.711,172.312,1779640,0.221605,6.15839,1.55263,39.1924,27.4144,2.46799,23.2142,112.276,2.15515,29.5985,36.4927,2.7229,7.09692,21.9338,6.71082,0,99.6814,0,0.179596,0.104281,0.0347604,0.252876,0.645745,0.573547,0.897978,4.88384,24.9464,68.0841,0.614101,0.0619034,28.9902,10.6425,16.7314,4.22339,2.51434,36.8982,0.0238612,38.7289,0.596721,0.133248,0.133248,2.90829,57.4996,130.359,161.765,9745.67,34.2913,0,33.9841,1.65112,49.7712,12.2473,2.34633,45.5509,17261
"2403","15:8:4",2022-12-02 17:09:44,"A","potato","potato","n/a",12738.3,72.077,62.2217,14416,67.4735,456.46,172.379,1699030,0.223431,5.74121,1.98492,39.5477,28.304,2.70729,21.7148,112.567,1.97236,30.559,36.7211,2.31784,6.74623,21.6834,6.21698,0,99.9246,0,0.0628141,0.00628141,0.00628141,0.15413,0.651767,0.621859,0.866834,4.37186,23.348,70.1319,0.659548,0.0613564,29.5477,10.3518,16.2751,3.96985,2.6005,37.255,0.0247974,39.2839,0.408291,0.106784,0.0690955,2.66332,57.4686,133.38,162.199,8969.88,34.6425,0,32.7198,1.81533,50.8103,12.2927,2.36181,44.7674,15920
"2404","15:8:4",2022-12-05 11:43:59,"A","potato","potato","n/a",15766.4,80.6166,60.9003,18076,87.0613,505.501,171.814,2246500,0.214173,6.94148,1.76081,37.9491,26.7379,2.14758,24.4631,105.363,2.44784,24.8651,33.5674,5.43003,12.229,21.4606,6.98919,0,99.7252,0,0.132316,0.0763359,0.0661578,19.9653,0.606329,0.804071,4.86005,9.68448,21.8626,61.1196,1.66921,0.102368,25.9949,10.1934,18.4784,8.77863,4.52926,32.0254,0.0599763,35.0992,0.748092,0.157761,0.147583,13.1603,50.687,142.487,156.814,11008.3,36.3772,0,30.6718,1.7201,48.4987,16.2137,2.89567,44.2778,19650
"2405","15:8:4",2022-12-05 11:47:02,"A","potato","potato","n/a",15201,80.7607,59.5531,18074,84.4115,505.911,174.264,2168770,0.20608,7.56014,2.23888,38.0298,25.1015,2.27533,24.7943,104.313,2.56691,23.6228,33.4791,5.87316,12.2306,22.2274,7.02026,0,99.7188,0,0.124961,0.0937207,0.0624805,0.679054,0.604452,0.781006,5.12861,10.0073,22.0712,60.6061,1.40581,0.110014,24.8256,10.3145,19.7022,9.0805,4.69645,31.3808,0.0597707,33.9165,0.86952,0.156201,0.166615,13.0376,51.8536,142.673,157.399,10763.6,36.3767,0,30.3499,1.72863,48.6827,16.4115,2.82724,45.0739,19206
"2406","15:8:4",2022-12-06 11:11:47,"A","potato","potato","n/a",14876.4,80.2923,56.336,19731,77.9197,528.883,181.192,2175100,0.201481,8.23214,2.16049,37.9326,24.4687,2.04918,25.1569,105.043,2.94475,22.7383,36.0808,7.98927,11.8448,18.4021,6.92165,0,99.8229,0,0.086015,0.0404776,0.050597,0.218739,0.599322,0.764015,6.71929,9.62862,20.1022,60.8176,1.96823,0.104399,26.8569,11.4299,17.8203,9.32504,5.67193,28.896,0.0666056,37.2698,0.784254,0.111313,0.0961344,16.2922,45.4463,146.211,165.162,11115.7,36.9396,0,29.4323,1.95811,49.5649,15.766,3.27869,48.3411,19764
"2407","15:8:4",2022-12-06 11:14:32,"A","potato","potato","n/a",14920.6,80.5462,55.6568,19832.5,78.1227,530.369,182.147,2186940,0.198548,8.4063,2.59629,36.8946,24.4294,2.09525,25.5782,103.627,3.24409,22.7846,34.6222,8.14819,11.954,19.2469,6.92302,0,99.8178,0,0.0910977,0.0455489,0.0455489,0.203023,0.596785,0.870489,6.67544,10.208,19.9858,60.3118,1.94848,0.108676,24.8849,11.701,18.6548,9.85374,5.40007,29.5055,0.0674561,35.3459,0.916038,0.161952,0.131586,16.4786,46.9659,146.572,164.999,11038.1,36.9703,0,29.4499,1.69543,48.9094,16.8075,3.13781,47.7068,19759
"2408","15:8:4",2022-12-07 10:50:22,"A","potato","potato","n/a",14250.3,88.916,52.3531,19598.5,74.552,522.184,184.261,2219820,0.182874,10.0985,2.78432,35.4626,22.4888,1.75091,27.4149,104.242,4.06939,22.0283,38.1827,10.8428,10.6929,14.184,6.9396,0,99.7109,0,0.160634,0.0910259,0.0374813,0.212489,0.590297,0.926323,8.89377,9.89505,15.785,61.646,2.85393,0.0962948,27.3453,12.6954,17.1985,9.48276,5.72392,27.5541,0.0707122,38.7503,0.926323,0.144571,0.182052,18.8745,41.1223,155.774,166.88,10260.4,36.5677,0,29.2461,1.7991,50.5569,15.4744,2.92354,46.0531,18676
"2409","15:8:4",2022-12-07 10:52:43,"A","potato","potato","n/a",14216,88.993,52.12,19642.5,75.5739,521.531,182.843,2214990,0.18492,10.7741,2.72294,33.2745,22.5165,2.50896,28.2031,103.043,4.26363,22.1313,37.1529,10.9988,10.8543,14.599,6.96542,0,99.6683,0,0.219333,0.0588456,0.053496,0.306312,0.588645,1.01642,8.90708,9.96095,16.3698,60.8677,2.87808,0.10067,26.4377,12.716,17.4504,9.75766,5.83641,27.8019,0.0728388,37.6023,1.13411,0.203285,0.155138,18.7931,42.112,155.809,166.591,10237.7,36.9178,0,29.6956,1.75467,49.013,16.0541,3.48259,46.0642,18693
"2410","14:1:1",2022-11-24 17:39:54,"A","potato","potato","n/a",14947.6,57.9203,70.8318,15991.2,74.4378,483.081,175.712,1213370,0.229321,3.64494,0.518484,45.2325,26.339,1.34806,22.917,124.382,0.616996,30.9794,47.2235,1.25992,3.45829,16.4619,8.92078,0,99.9948,0,0.00518484,0,0,0.148202,0.606641,0.373308,0.622181,6.88547,36.0865,55.7422,0.290351,-0.00161588,38.29,14.7146,11.3704,2.47317,0.668844,32.483,-0.00126969,51.724,1.14585,0.114066,0.0155545,2.0532,44.9474,81.1749,91.3541,11326.9,32.0255,0,34.3599,0.279981,54.6067,9.60232,1.15103,49.2604,19287
"2411","14:1:1",2022-11-24 17:42:19,"A","potato","potato","n/a",14811.3,57.9888,70.7831,15937.5,75.444,482.758,176.076,1204100,0.227572,4.19504,0.577013,44.6535,25.5861,1.59588,23.3924,124.82,0.582211,30.223,47.7985,1.5283,3.83636,16.0316,8.93633,0,99.9948,0,0.00519832,0,0,1127080,0.608055,0.384675,0.628996,6.88257,36.2687,55.5076,0.327494,-0.00340284,37.7398,15.8393,12.0653,2.1469,0.805739,31.403,-0.00226962,52.1391,1.34117,0.0883714,0.0103966,2.1573,44.2637,81.2963,91.0828,11281.1,32.2509,0,33.3836,0.337891,55.3257,9.76244,1.19041,49.6026,19237
"2412","14:1:1",2022-11-25 12:08:28,"A","potato","potato","n/a",15671.6,59.5314,70.8663,16459.4,72.2164,488.759,179.489,1293900,0.234738,4.35266,0.459503,43.5064,27.8681,1.66128,22.1521,123.099,0.68168,32.3571,45.0364,1.26742,3.59018,17.0673,9.04011,0,99.9798,0,0.0201979,0,0,15.6545,0.602719,0.39386,0.742274,7.22076,37.3914,53.8679,0.383761,0.00897418,36.4623,14.2093,12.1137,2.45405,1.01495,33.7457,0.00284469,49.4092,1.18158,0.0807918,0,2.24197,47.0864,82.5633,94.4891,11664.1,32.6744,0,32.9176,0.313068,54.9586,10.3817,1.429,48.0892,19804
"2413","14:1:1",2022-11-25 12:10:52,"A","potato","potato","n/a",15676.8,59.2618,70.9702,16495.8,72.4939,488.937,179.489,1292770,0.233313,3.93642,0.471367,43.9575,28.8838,1.1032,21.6478,122.389,0.737138,32.3639,45.1409,1.67987,3.74085,16.3374,9.06316,0,99.99,0,0.0100291,0,0,0.100976,0.604059,0.346003,0.70705,7.09056,36.9471,54.478,0.431251,0.00319951,37.5238,13.4189,11.8694,1.92558,0.531541,34.7307,0.0019586,49.8245,1.01795,0.0902618,0.0100291,1.84535,47.2119,82.4635,94.8063,11707.1,32.2027,0,32.4391,0.185538,56.8148,9.66302,0.897603,48.3026,19942
"2414","14:1:1",2022-11-28 11:31:58,"A","potato","potato","n/a",16279.6,58.3158,69.2482,17083.2,75.7942,487.279,174.44,1316380,0.232795,2.86925,0.399454,48.6068,26.2032,0.930436,20.9908,114.214,0.750195,33.2034,33.7831,1.61243,5.27085,25.38,9.92813,0,99.849,0,0.151013,0,0,0.138477,0.566519,0.180242,1.5491,14.8529,41.0415,42.0207,0.355612,0.0624198,29.7301,8.63211,18.3408,3.79482,1.03274,38.4694,0.0347779,37.7923,0.521239,0.0389712,0.00974279,5.32931,56.3085,80.8603,94.599,11829.9,32.5822,0,33.2083,0.199727,54.5158,10.8535,1.22272,46.5976,20528
"2415","14:1:1",2022-11-28 11:34:18,"A","potato","potato","n/a",15958,58.3191,68.464,17022,75.8786,486.474,173.871,1288700,0.22423,4.35963,0.587538,45.591,25.7134,1.00227,22.7461,114.81,0.834403,30.9173,35.4449,2.04404,5.42609,25.3333,10.0121,0,99.7136,0,0.286363,0,0,0.128268,0.565004,0.23699,1.42688,15.0933,41.888,40.9697,0.385109,0.0609884,29.367,10.0178,18.4902,4.24607,1.10102,36.7779,0.0330242,38.58,0.755406,0.0345611,0.0049373,5.58408,55.041,80.7554,94.199,11653.9,32.4655,0,34.5413,0.232053,52.9179,10.9855,1.3232,46.9016,20254
"2416","14:1:1",2022-11-29 11:10:20,"A","potato","potato","n/a",15878.1,60.432,67.6596,17171.4,76.4401,488.324,171.521,1326800,0.224986,4.38397,0.593765,46.3681,26.665,0.598714,21.3904,112.519,0.791687,30.7867,32.8303,1.93963,6.38298,27.2687,10.0834,0,99.6734,0,0.326571,0,0,0.144991,0.556209,0.286987,1.84562,17.6299,40.0148,39.6338,0.588817,0.0656827,26.1554,10.0891,20.7125,3.80505,0.717467,38.5205,0.0401478,35.2449,0.940129,0.0296883,0.0296883,6.24938,57.5062,83.5618,98.199,11618.1,32.7815,0,31.242,0.217714,57.2489,10.5195,0.771895,47.0208,20210
"2417","14:1:1",2022-11-29 11:13:02,"A","potato","potato","n/a",16191.5,60.2848,68.7597,17175.2,77.2358,488.102,171.764,1355710,0.229652,3.29894,0.431139,48.4571,25.8732,0.876811,21.0628,111.842,0.775081,30.9693,32.2579,2.19445,6.37989,27.4233,9.99087,0,99.6706,0,0.329409,0,0,0.136116,0.55898,0.314877,2.02006,16.7321,39.8682,40.5755,0.48927,0.0676967,25.7666,9.95495,20.5687,4.12246,0.828368,38.7589,0.041588,34.8302,0.804147,0.0726639,0.00968851,6.63179,57.6515,83.7296,97.4281,11809.7,32.963,0,30.9064,0.188926,57.2688,10.6719,0.964007,46.8237,20643
"2418","14:1:1",2022-11-30 10:50:23,"A","potato","potato","n/a",14893,66.8264,68.9998,16307.2,64.0737,480.846,172.431,1308390,0.221156,4.40803,0.608704,47.834,25.0837,0.644212,21.4213,110.186,0.882621,27.4627,31.3229,2.3638,7.46677,30.5012,10.1867,0,99.4167,0,0.583342,0,0,0.145393,0.542104,0.426093,3.44425,20.0467,38.1049,37.2882,0.689865,0.0870097,25.1344,9.11028,23.7902,5.44283,1.17683,35.3454,0.055251,33.1896,0.953637,0.0760881,0.0202901,10.4291,55.3312,87.8523,102.449,11252,33.2878,0,30.7852,0.289135,56.6653,11.2661,0.994217,49.063,19714
"2419","14:1:1",2022-11-30 10:52:48,"A","potato","potato","n/a",15195.1,66.9657,69.9299,16385.8,63.8372,482.334,173.379,1339290,0.227428,4.00139,0.575169,47.2828,26.5619,0.847878,20.7309,109.044,0.986712,28.5452,29.9137,2.48413,7.30365,30.7666,10.0069,0,99.3752,0,0.624752,0,0,0.144947,0.544966,0.456168,3.30226,19.5954,37.733,38.2041,0.709044,0.0915147,24.0133,8.61761,23.4629,5.7021,1.14538,37.0587,0.0565476,31.7929,0.743752,0.0446251,0.0297501,10.1845,57.2045,88.1397,102.999,11458.5,33.6732,0,30.0873,0.287584,56.1285,12.4752,1.02142,48.9378,20168
"2420","14:1:1",2022-12-01 11:10:27,"A","potato","potato","n/a",12900.5,79.0725,63.4472,14786.1,62.2288,465.084,177.293,1275570,0.214145,4.76959,0.609647,46.895,23.7165,0.549877,23.4594,111.464,1.05792,24.8401,35.0666,3.44271,7.58472,28.0079,9.77286,0,99.5876,0,0.400454,0.0119539,0,0.224704,0.539042,0.932401,4.52454,18.3312,33.1959,41.1691,1.84687,0.0749641,26.2746,10.9856,21.7919,5.59441,1.33286,34.0207,0.057391,36.1425,1.0101,0.0777001,0.0179308,11.9897,50.7621,98.8774,110.407,9381.38,33.0068,0,30.8708,0.239077,56.9004,11.1529,0.83677,46.6561,16731
"2421","14:1:1",2022-12-01 11:13:49,"A","potato","potato","n/a",15232,77.5401,68.2471,16698.2,62.9548,488.771,178.077,1491370,0.22547,3.87832,0.522752,47.6003,26.0978,0.622324,21.2785,107.959,0.980783,26.3865,29.9313,3.19128,8.4188,31.0913,10.0818,0,99.6366,0,0.358459,0.00497859,0,0.158897,0.532616,0.667131,4.58528,19.9691,35.8608,37.2299,1.68774,0.0999009,24.181,8.46361,24.3204,6.22324,1.67281,35.1389,0.0680818,31.7983,0.766703,0.0597431,0.0199144,13.1783,54.177,97.9106,110.638,11396.1,34.1289,0,29.065,0.253908,56.4224,13.1783,1.08035,48.4242,20086
"2422","14:1:1",2022-12-02 17:01:52,"A","potato","potato","n/a",14858.7,83.3074,68.0136,15655,61.4079,478.118,185.884,1644550,0.20469,5.67957,0.808386,46.7665,20.9972,0.683217,25.0652,112.27,1.53333,23.9543,37.1493,4.28184,8.07865,25.0026,9.28864,0,98.9256,0,1.03786,0.0104308,0.026077,0.227167,0.542636,1.43945,5.36664,15.8392,29.6182,45.2488,2.48774,0.0650722,27.1774,12.0632,20.4287,5.7265,1.22562,33.3785,0.0574331,37.9837,1.06916,0.172108,0.0104308,12.6995,48.0651,110.68,123.799,10647.5,32.4196,0,31.8661,0.2034,56.6809,10.5038,0.745802,45.7692,19174
"2423","14:1:1",2022-12-02 17:04:13,"A","potato","potato","n/a",14885,83.5653,67.7076,15649.1,61.7964,478.335,185.327,1647320,0.20351,6.29669,0.904787,44.6344,22.6618,0.489216,25.0132,113.56,1.6728,22.9774,39.2478,4.33456,7.91689,23.8506,9.31171,0,99.1215,0,0.846923,0.0157812,0.0157812,0.233924,0.543843,1.38348,5.00789,16.3125,28.6639,45.939,2.69332,0.061578,28.3219,12.8511,19.6002,6.02315,1.5676,31.636,0.0555272,39.6791,1.3677,0.094687,0.0210416,13.1931,45.6444,110.67,123.799,10595.6,32.8256,0,31.7201,0.252499,55.9442,11.373,0.710153,45.3806,19010
"2424","14:1:1",2022-12-05 11:38:20,"A","potato","potato","n/a",15626,103.627,63.9245,17977.8,57.5077,514.023,194.648,2026770,0.154151,11.3333,1.10008,35.6036,13.9637,0.508483,37.4908,105.511,3.03134,14.7753,42.3899,19.4006,8.41441,11.9885,11.0282,0,90.2215,0,9.77852,0,0,0.149666,0.477767,8.02327,4.88437,7.46101,20.1682,46.9027,12.5605,0.111968,26.9447,16.2763,12.5312,16.3692,7.47568,20.4029,0.147489,41.3974,1.66235,0.13201,0.0293355,28.8808,27.8981,129.705,153.399,11492.2,36.0208,0,29.6534,0.156456,47.5725,21.0483,1.56945,47.3374,20453
"2425","14:1:1",2022-12-05 11:40:45,"A","potato","potato","n/a",16033.9,103.835,65.2267,18014.2,57.6984,514.204,194.709,2082200,0.160013,10.9871,1.0489,36.8744,14.9337,0.632214,35.5237,105.398,2.95512,15.4605,41.9225,18.9137,8.51094,12.2372,11.0101,0,90.4162,0,9.58379,0,0,0.315959,0.480702,8.21878,4.75119,7.34231,20.1542,47.531,12.0025,0.11202,26.3423,16.5813,11.8732,16.5286,7.61052,21.0642,0.146468,40.9311,1.85833,0.119738,0.009579,28.4688,28.6125,129.862,153.399,11750.1,36.5463,0,27.9803,0.172422,48.9008,21.3899,1.55659,47.1142,20879
"2426","14:1:1",2022-12-06 11:06:29,"A","potato","potato","n/a",15973.9,115.47,71.1491,16359.4,49.9948,513.653,196.938,2232760,0.144186,14.3679,1.75065,33.4897,14.1793,0.706064,35.5063,106.357,6.40294,16.9165,43.7228,16.6892,6.94941,9.31908,10.4971,0,94.9802,0,4.87958,0.125738,0.0145082,0.165976,0.484087,3.70442,7.01712,4.56524,21.5882,47.1903,15.9348,0.0952563,28.5521,15.751,13.1009,13.4539,6.73663,22.4055,0.130302,41.8803,2.23426,0.149918,0.0338524,26.8111,28.8906,139.776,163.799,11639.5,34.8241,0,31.0136,0.285327,49.8791,17.4001,1.4218,46.7657,20678
"2427","14:1:1",2022-12-06 11:08:49,"A","potato","potato","n/a",16049.2,115.434,71.3651,16370,50.0824,514.088,196.862,2244250,0.144628,14.9025,1.65636,33.9434,13.729,0.782306,34.9865,106.657,6.55785,16.0325,44.3065,16.5781,6.64477,9.88024,10.4789,0,94.944,0,4.93529,0.106239,0.0144872,0.164662,0.484937,3.92119,6.71721,4.8532,21.2382,47.4551,15.8151,0.0922908,28.4383,16.1483,13.2799,13.2509,6.73653,22.146,0.129013,42.3604,2.00889,0.15453,0.0531196,26.6757,28.7473,139.835,163.799,11682.5,34.8181,0,31.4999,0.246282,49.0438,17.8433,1.36662,46.7028,20708
"2428","14:1:1",2022-12-07 10:44:30,"A","potato","potato","n/a",14028.5,120.378,64.2081,16402.2,58.9762,502.681,195.688,2052930,0.153614,14.0012,1.39,34.2866,15.7693,0.809501,33.7434,117.333,5.03808,18.7836,48.7192,12.4141,4.37237,10.6726,9.44555,0,96.8898,0,2.95574,0.111839,0.0426053,0.561211,0.531711,2.18885,4.68658,4.69191,25.4567,52.2022,10.7738,0.0498264,33.083,16.7758,11.7963,8.80332,4.94754,24.5939,0.0773379,47.6487,1.99712,0.15977,0.0426053,17.9155,32.2362,146.34,167.799,10531.6,32.8095,0,35.405,0.426053,49.2517,13.7349,1.1823,48.65,18777
"2429","14:1:1",2022-12-07 10:46:59,"A","potato","potato","n/a",13528.8,120.828,62.5291,16454.9,59.1536,503.397,196,1982610,0.151238,14.0213,1.4385,34.6759,14.9332,0.749104,34.182,117.432,5.23287,18.4616,48.5506,12.3711,4.51091,10.8729,9.54218,0,96.7267,0,3.13755,0.092281,0.0434263,0.555902,0.52832,2.23103,4.99403,4.59234,25.9527,51.1834,11.0466,0.0478709,32.0432,17.7071,11.5351,8.85354,5.03746,24.8236,0.0762573,47.1067,2.42102,0.168277,0.0488546,18.3693,31.8858,146.547,166.199,10289.1,32.9694,0,35.2296,0.341982,49.164,14.0376,1.22679,49.509,18422
"2430","14:1:2",2022-11-24 17:39:54,"A","potato","potato","n/a",17138.1,52.0012,54.2187,24470.8,54.3192,609.197,226.908,1049980,0.212166,4.7503,0.678615,44.8756,22.6683,1.03967,25.9875,119.267,1.41378,27.4926,43.34,2.95807,5.72473,19.0708,6.75897,0,99.9826,0,0.0043501,0.0130503,0,0.121438,0.64365,0.130503,0.748216,4.93736,24.6998,69.2709,0.213155,0.027776,33.2347,13.2286,15.8909,3.76283,0.769967,33.1129,0.0139259,45.9066,0.45241,0.0957021,0.00870019,3.45833,50.0783,61.2659,88.999,13267.7,31.6557,0,35.8404,0.400209,53.2887,9.51366,0.957021,50.7124,22988
"2431","14:1:2",2022-11-24 17:42:19,"A","potato","potato","n/a",17219.5,51.7551,54.2025,24503.5,54.0301,610,227.438,1051550,0.213785,4.88209,0.662569,43.4157,23.3425,1.32514,26.372,120.138,1.33822,26.9038,44.3703,3.15592,5.70158,18.5301,6.77228,0,99.9826,0,0.00871802,0.00435901,0.00435901,0.752196,0.645622,0.152565,0.863084,4.87773,23.8438,70.0711,0.191796,0.0229727,33.0936,14.7204,15.7578,3.7967,0.941546,31.69,0.0120923,47.2429,0.475132,0.0784621,0.013077,3.69644,48.494,61.0677,89.399,13281.5,32.1614,0,34.7849,0.422824,53.424,10.187,1.18129,50.4541,22941
"2432","14:1:2",2022-11-25 12:08:28,"A","potato","potato","n/a",17148.9,58.3852,52.9725,24821.4,53.8056,617.389,228.98,1138200,0.22216,4.46015,0.53875,42.5392,25.4493,1.31596,25.6966,118.838,1.32038,29.9183,41.9607,2.86597,5.34776,18.5869,6.82869,0,99.9868,0,0.00441599,0.00441599,0.00441599,0.11965,0.646457,0.0927357,0.878781,4.62354,23.758,70.488,0.158975,0.0317857,33.2656,12.5105,15.6679,3.54162,1.08633,33.928,0.0131231,45.2815,0.419519,0.0618238,0.00883197,3.04261,51.1857,66.3712,91.799,13148.5,32.2394,0,35.403,0.419519,52.2676,10.6602,1.24972,50.0442,22645
"2433","14:1:2",2022-11-25 12:10:52,"A","potato","potato","n/a",17136.6,58.5287,52.9987,24824.4,53.8506,616.815,228.98,1140990,0.221213,4.11406,0.485565,43.4493,25.8939,0.860775,25.1964,118.553,1.25364,30.4317,41.7984,3.09438,5.29266,18.1292,6.85989,0,99.9823,0,0.00441423,0.00882846,0.00441423,0.209789,0.646784,0.0926989,0.896089,4.529,23.3645,70.9146,0.203055,0.0269417,33.8218,12.2009,15.1761,3.12969,0.697449,34.974,0.0126214,45.4975,0.423766,0.0794562,0.0176569,2.86925,51.1124,66.5822,91.799,13156.6,31.8729,0,34.4045,0.269268,55.0013,9.41997,0.904917,50.1357,22654
"2434","14:1:2",2022-11-28 11:31:58,"A","potato","potato","n/a",16515.1,69.1933,49.9454,24315.9,62.0767,609.788,224.447,1233540,0.22552,3.69641,0.53945,46.1206,25.5043,0.910029,23.2292,114.408,1.29937,28.6565,37.6489,3.82306,6.40304,22.1691,7.08482,0,99.8827,0,0.0609813,0.0422178,0.0140726,0.134053,0.627336,0.136035,2.18595,6.0137,25.7341,65.4095,0.520687,0.0595177,30.3452,11.0423,18.5712,5.47425,1.43541,33.1316,0.0316215,40.9795,0.276761,0.0844357,0.0469087,6.0653,52.5471,74.6912,88.599,12144.7,33.3459,0,32.0152,0.262689,54.3109,12.1681,1.24308,47.3265,21318
"2435","14:1:2",2022-11-28 11:34:18,"A","potato","potato","n/a",16322.4,69.3645,49.9556,24169.9,53.8602,609.464,225.168,1221540,0.220189,5.15474,0.611419,42.235,25.9524,1.22754,24.8189,114.545,1.57088,27.274,38.3454,4.17647,6.59863,22.0346,7.05798,0,99.8824,0,0.0658452,0.042329,0.00940645,0.754001,0.62714,0.136394,2.35161,5.94488,25.9665,65.1303,0.470323,0.0631402,29.1647,12.0638,18.7941,6.44342,1.67905,31.855,0.0326008,40.6547,0.442103,0.0940645,0.0376258,6.43872,52.3328,74.8382,88.599,12074.2,33.6679,0,32.5604,0.4374,52.8125,12.5576,1.63202,47.6976,21262
"2436","14:1:2",2022-11-29 11:10:20,"A","potato","potato","n/a",16987.3,80.5048,51.7369,23862.1,53.8687,604.482,222.637,1458340,0.216807,5.46829,0.755668,44.0852,25.5645,0.870163,23.2562,111.083,2.00595,26.43,35.8049,5.27135,7.19029,23.2975,7.20738,0,99.8947,0,0.0961759,0.00915961,0,0.240857,0.611758,0.164873,2.96771,7.52462,26.7689,61.2274,1.34646,0.0758856,27.1033,11.7472,20.4855,6.81933,1.951,31.8937,0.0460771,38.3559,0.425922,0.0503778,0.00915961,8.85276,52.3059,85.8489,98.599,12345.5,34.2002,0,29.6771,0.361804,55.466,13.2356,1.25945,46.6028,21835
"2437","14:1:2",2022-11-29 11:13:02,"A","potato","potato","n/a",17275.3,80.7249,51.9166,23991.7,62.5081,604.619,222.682,1486930,0.220221,5.06168,0.662192,44.9927,25.2086,1.02504,23.0497,111.202,2.06368,26.8278,35.8218,5.10704,7.18433,22.9953,7.20245,0,99.814,0,0.176887,0.00907112,0,0.150206,0.612168,0.208636,3.07057,7.47914,26.5194,61.4024,1.31985,0.0764785,27.7349,11.3389,20.0381,7.44739,1.74619,31.6945,0.0465691,38.584,0.412736,0.0725689,0.00453556,9.19358,51.7326,86.0726,98.999,12455.7,34.2792,0,29.7578,0.353774,54.8077,13.7745,1.30624,46.1261,22048
"2438","14:1:2",2022-11-30 10:50:23,"A","potato","potato","n/a",17435.3,89.3135,55.3416,22961.3,57.3252,583.712,214.307,1660410,0.203158,6.64278,0.787227,42.7712,21.9451,1.03047,26.8232,108.26,2.4236,22.3918,36.6591,8.09783,9.86246,20.5652,7.48744,0,99.5931,0,0.406882,0,0,0.703677,0.589089,0.265358,6.27571,10.2074,21.8832,58.6927,2.67569,0.0975428,26.8763,11.9544,19.0969,10.7426,3.76365,27.5662,0.0700431,38.1275,0.574941,0.10172,0.0176905,16.4876,44.6906,95.2325,108.199,12707.2,35.1297,0,29.3707,0.278625,52.5098,16.1072,1.73367,46.7743,22611
"2439","14:1:2",2022-11-30 10:52:48,"A","potato","potato","n/a",17473.6,88.7069,55.4187,23013.8,57.4025,583.739,212.994,1655870,0.208275,6.53773,0.797392,42.6803,23.7103,0.978017,25.2963,109.25,2.27323,22.8424,36.9708,7.6391,9.4894,20.7851,7.46523,0,99.6167,0,0.383277,0,0,0.180496,0.593177,0.229085,6.0311,9.91233,21.2344,59.8484,2.74461,0.0941095,27.0012,12.3398,18.481,10.8463,3.59047,27.7413,0.0677257,38.7418,0.519847,0.0704877,0.00881096,16.1373,44.5218,94.7641,107.799,12753.9,35.5042,0,28.3845,0.308384,53.205,16.3047,1.79744,46.8641,22699
"2440","14:1:2",2022-12-01 11:10:27,"A","potato","potato","n/a",21002,103.901,53.941,28257.6,70.7076,634.429,231.6,2335170,0.193436,7.57264,0.811488,42.2909,20.7733,0.564676,27.987,106.104,3.16742,22.7703,34.5724,9.98467,7.77832,21.7269,8.2334,0,99.383,0,0.61703,0,0,16.3755,0.559833,0.459968,6.16282,9.87622,25.2795,52.5223,5.69911,0.106904,26.1621,10.5194,19.2738,10.1156,4.37904,29.5501,0.0845089,36.0046,0.564676,0.0785311,0.026177,16.7944,46.5315,111.188,126.999,15242.4,34.6354,0,30.7281,0.287947,51.6211,16.0652,1.29763,46.5111,26741
