"","unit","timestamp","sensor","genotype","g_alias","treatment","3D Leaf Area mm²","Canopy Light Penetration Depth mm","Convex Hull Area Coverage %","Convex Hull Area mm²","Convex Hull Aspect Ratio","Convex Hull Circumference mm","Convex Hull Maximum Width mm","Digital Biomass mm³","GLI Average","GLI [-0.2:0] %","GLI [-1:-0.2] %","GLI [0.15:0.3] %","GLI [0.3:0.6] %","GLI [0.6:1] %","GLI [0:0.15] %","Hue Average °","Hue [0:25] %","Hue [100:125] %","Hue [125:360] %","Hue [25:50] %","Hue [50:75] %","Hue [75:100] %","Lightness Average %","Lightness [0:0] %","Lightness [0:25] %","Lightness [100:100] %","Lightness [25:50] %","Lightness [50:75] %","Lightness [75:100] %","NA NA","NDVI Average","NDVI [-1:0] %","NDVI [0.15:0.3] %","NDVI [0.3:0.45] %","NDVI [0.45:0.6] %","NDVI [0.6:1] %","NDVI [0:0.15] %","NPCI Average","NPCI [-0.2:0] %","NPCI [-1:-0.2] %","NPCI [0.2:0.4] %","NPCI [0.4:0.6] %","NPCI [0.6:1] %","NPCI [0:0.2] %","PSRI Average","PSRI [-0.2:0] %","PSRI [-0.4:-0.2] %","PSRI [-0.8:-0.4] %","PSRI [-4:-0.8] %","PSRI [0.2:4] %","PSRI [0:0.2] %","Plant Height Averaged mm","Plant Height Max mm","Projected Leaf Area mm²","Saturation Average %","Saturation [0:0] %","Saturation [0:25] %","Saturation [100:100] %","Saturation [25:50] %","Saturation [50:75] %","Saturation [75:100] %","Surface Angle Average °","Voxel Volume Total mm³"
"617","13:1:3",2022-12-09 10:32:47,"A","potato","potato","n/a",29702.8,104.658,75.5256,32532.3,73.5656,680.448,250.282,6685060,0.256072,1.57525,1.27195,49.444,36.32,0.705335,10.6835,116.62,1.25314,51.2614,32.001,0.712388,1.7939,12.9782,4.89414,0,99.9953,0,0.00470223,0,0,0.139674,0.69985,0.444361,0.881668,1.47415,9.41387,87.0359,0.750006,0.0274555,32.5724,7.21322,7.67874,1.05565,0.982766,50.4973,0.0156463,39.5152,0.162227,0.0423201,0.0352667,1.99139,58.2536,225.065,238.999,24570.2,33.5516,0,25.1029,1.17321,66.3696,6.83469,0.519597,55.763,42533
"618","13:1:3",2022-12-09 10:35:10,"A","potato","potato","n/a",29697.7,105.147,75.3971,32561,73.7307,679.383,249.514,6694990,0.25728,1.58865,1.16438,49.432,36.5248,0.610475,10.6798,116.785,1.24688,51.1479,32.3151,0.799038,1.7725,12.7186,4.90249,0,99.9929,0,0.00707114,0,0,0.179041,0.70033,0.41484,0.914534,1.51322,9.43289,87.0221,0.702399,0.0255179,32.8124,7.29741,7.63683,1.03239,0.900391,50.3206,0.0150495,39.8624,0.153208,0.0353557,0.0329986,1.99642,57.9197,225.438,239.799,24550,33.438,0,24.8456,0.999387,66.9094,6.80243,0.443125,55.7085,42426
"619","13:1:3",2022-12-12 10:44:52,"A","potato","potato","n/a",30923.8,121.228,74.6885,34619.2,75.6935,694.587,254.719,7318620,0.249853,1.36359,0.777914,54.8318,30.6404,0.583436,11.8028,116.773,0.784621,50.8372,31.7648,0.628143,1.84196,14.1433,5.14199,0,100,0,0,0,0,0.0789813,0.695596,0.312954,0.447077,1.40829,12.1381,85.2733,0.420253,0.0208134,32.8669,6.7844,6.66816,0.670616,0.608025,52.4019,0.011365,39.3964,0.167654,0.0424723,0.0223539,0.990276,59.3808,236.667,257.373,25856.6,31.8726,0,28.6241,0.95451,64.8955,5.17268,0.353191,56.6813,44735
"620","13:1:3",2022-12-12 10:47:51,"A","potato","potato","n/a",30222.8,121.24,73.1307,34616.5,76.9776,693.005,253.14,7146040,0.250583,1.18492,0.697685,55.092,30.4831,0.576448,11.9659,116.687,0.73886,50.8075,31.6841,0.615335,1.87574,14.2785,5.19919,0,100,0,0,0,0,0.900432,0.69426,0.269924,0.434623,1.40681,12.5194,84.978,0.391161,0.0210019,32.7729,6.62229,6.74353,0.63821,0.558148,52.6649,0.0112995,39.1367,0.148687,0.0617623,0.0274499,0.914997,59.7104,236.445,257.309,25315.3,31.7876,0,28.9116,0.876109,64.6239,5.23149,0.356849,56.8373,43716
"621","13:1:3",2022-12-13 10:58:05,"A","potato","potato","n/a",30250.8,125.599,72.8007,34829.8,76.8935,695.575,255.201,7216710,0.256452,1.25023,0.608034,53.7689,32.4945,0.75378,11.1245,116.757,0.797049,51.3595,31.4379,0.585261,1.81955,14.0007,5.15113,0,99.9909,0,0.00910913,0,0,0.135382,0.70038,0.314265,0.373474,1.1432,10.8148,87.0559,0.298324,0.0219158,32.2873,6.91383,7.18255,0.573875,0.60348,52.439,0.010889,38.9597,0.161687,0.0387138,0.0182183,0.803881,60.0178,238.562,258.199,25356.3,32.3941,0,27.1156,0.981508,65.8089,5.71825,0.375751,56.8987,43912
"622","13:1:3",2022-12-13 11:01:31,"A","potato","potato","n/a",30344.7,125.642,72.9299,34879.1,77.1842,695.831,254.558,7239600,0.253863,1.23827,0.715698,54.343,31.6861,0.649808,11.3671,117.154,0.790675,50.9281,32.1269,0.556654,1.69723,13.9004,5.1702,0,99.9977,0,0.00227206,0,0,0.0696545,0.699564,0.279463,0.377161,1.11104,11.0649,86.813,0.354441,0.0190506,32.8676,7.1229,6.91387,0.649808,0.556654,51.8892,0.00985248,39.7542,0.161316,0.0363529,0.0113603,0.811124,59.2257,238.579,258.199,25437.3,32.2289,0,27.4146,0.911094,65.7328,5.57108,0.370345,56.9063,44013
"623","13:1:3",2022-12-14 14:06:40,"A","potato","potato","n/a",28672,133.347,69.7101,34430.2,76.144,690.419,243.564,6975800,0.237591,1.80176,1.97482,54.4511,29.4991,0.763377,11.5099,115.178,1.7662,50.1387,30.9713,1.02179,2.10995,13.9921,4.89995,0,100,0,0,0,0,0.132533,0.691445,0.339015,1.06209,1.68796,11.3795,84.9174,0.614021,0.0366248,30.5777,6.54797,7.03397,1.25175,1.59788,52.9907,0.0201943,36.8863,0.175434,0.0308196,0.0260781,2.69553,60.1859,243.296,258.199,24001.4,32.7481,0,27.9344,1.81124,64.19,5.64235,0.421991,56.7852,42181
"624","13:1:3",2022-12-14 14:09:32,"A","potato","potato","n/a",28697.3,133.54,69.733,34441,76.0212,689.841,243.748,6982140,0.237853,1.80901,1.93924,54.7652,29.4107,0.719816,11.356,115.287,1.70956,50.2498,31.1984,0.928184,2.11209,13.802,4.92254,0,100,0,0,0,0,0.13575,0.690352,0.371747,0.992115,1.75455,11.4484,84.7276,0.705609,0.0366364,30.8929,6.43099,7.3497,1.2431,1.59354,52.4898,0.0206541,37.125,0.137333,0.0331494,0.00947127,2.78218,59.9129,243.303,257.791,24016.7,32.7856,0,27.7579,1.83506,64.1678,5.80115,0.438046,56.7642,42233
"625","13:1:3",2022-12-15 10:43:40,"A","potato","potato","n/a",29964.5,134.953,72.5518,34377.5,82.2738,694.927,254.659,7431510,0.256404,1.29538,0.733975,53.4628,32.9575,0.651144,10.8992,116.222,0.777691,52.7955,30.2655,0.692559,1.79927,13.6694,5.2353,0,100,0,0,0,0,0.0800907,0.698421,0.280705,0.469376,1.12742,11.0878,86.6343,0.40035,0.0260253,31.1606,6.38719,7.04984,0.710966,0.618931,54.0725,0.0127786,37.3453,0.117344,0.0414155,0.0230086,1.01468,61.4583,248.01,266.999,24941.5,32.457,0,26.453,0.899636,66.7848,5.43693,0.425659,56.2916,43462
"626","13:1:3",2022-12-15 10:45:59,"A","potato","potato","n/a",29843.9,134.702,72.725,34238.4,83.1392,693.451,253.558,7393580,0.256739,1.31333,0.723486,53.0564,33.4624,0.652059,10.7924,116.219,0.887076,53.2269,29.9878,0.695836,1.83176,13.3707,5.24367,0,100,0,0,0,0,0.138874,0.698834,0.2811,0.380176,1.19582,11.108,86.6524,0.38248,0.0265669,31.1606,6.49063,6.91459,0.693532,0.711965,54.0287,0.0126486,37.4047,0.149766,0.0322573,0.0368655,1.00228,61.3742,247.742,266.999,24899.9,32.5276,0,26.4856,0.960807,66.5676,5.59895,0.387088,56.4953,43401
"627","13:1:3",2022-12-16 11:02:25,"A","potato","potato","n/a",30613.9,139.165,76.5943,33885.5,78.2011,679.676,243.212,7697270,0.254387,1.24174,0.654368,54.2188,31.9457,0.701269,11.2382,116.73,0.795069,52.0614,31.0948,0.551635,1.88717,13.61,5.20611,0,99.9978,0,0.00223334,0,0,13.2388,0.699109,0.272467,0.323834,0.991603,11.3699,86.6446,0.397534,0.0214977,32.1489,6.63525,6.84295,0.585135,0.582902,53.2048,0.0109335,38.5363,0.176434,0.0357334,0.0223334,0.781669,60.4476,251.431,268.599,25954.3,32.1367,0,27.8944,0.940236,65.5061,5.28631,0.372968,57.9176,44776
"628","13:1:3",2022-12-16 11:04:47,"A","potato","potato","n/a",30713.7,139.169,76.5791,33914.8,78.0609,679.935,243.212,7726230,0.255039,1.21573,0.660287,54.5339,31.8901,0.687055,11.013,116.897,0.807513,51.8727,31.6268,0.57552,1.86933,13.2481,5.23584,0,100,0,0,0,0,0.120422,0.699896,0.25653,0.334605,0.997122,11.3163,86.7452,0.35022,0.0194273,32.5236,6.91963,6.76794,0.564367,0.521984,52.7025,0.00994088,39.2112,0.156149,0.0312298,0.022307,0.782975,59.7961,251.556,268.599,25971.6,32.1817,0,27.4666,0.905664,66.0532,5.2176,0.356912,57.6822,44829
"629","13:2:1",2022-11-24 17:27:01,"A","potato","potato","n/a",6678.73,40.1786,26.3462,18617.1,42.4538,575.123,233.3,296225,0.248738,3.65333,1.88849,43.3453,35.1169,1.70863,14.2873,120.442,1.91097,33.2397,46.594,1.8098,3.24865,13.1969,5.84206,0,99.9888,0,0.011241,0,0,0.147285,0.655376,0.236061,2.15827,3.95683,19.3233,73.4712,0.854317,0.00641307,37.8147,14.1299,11.8143,2.55171,1.05665,32.6326,0.00594522,51.3602,0.483363,0.067446,0.033723,3.5634,44.4919,44.3534,49.399,4904.91,35.3623,0,24.4942,0.629496,61.7131,11.4096,1.7536,47.2566,8896
"630","13:2:1",2022-11-24 17:29:45,"A","potato","potato","n/a",6659.08,40.25,26.1048,18625.1,42.6474,574.253,232.579,295936,0.245326,3.64642,1.90788,43.599,34.5225,1.38858,14.9357,120.713,1.74983,32.7501,47.1325,1.72725,3.1497,13.4906,5.9271,0,100,0,0,0,0,0.146154,0.652985,0.349966,1.95304,4.25604,19.6997,72.9736,0.767668,0.00119797,37.5028,14.5292,11.5828,2.13366,0.948295,33.3032,0.0045992,51.366,0.598329,0.0451569,0.0225785,3.37548,44.5925,44.4409,49.399,4862.05,35.0241,0,25.2766,0.7338,60.6006,12.1133,1.27568,46.8971,8858
"631","13:2:1",2022-11-24 17:32:02,"A","potato","potato","n/a",6650.88,40.5762,25.8318,18872.6,42.3962,578.145,234.699,296473,0.249034,3.7969,1.84228,43.3386,35.8122,1.38171,13.8284,120.661,1.67378,32.577,47.1242,1.57268,3.03303,14.0193,5.85409,0,99.9888,0,0.0112334,0,0,0.808961,0.657147,0.202202,1.96585,4.29117,18.6812,74.1182,0.741406,0.00065029,37.1602,14.7607,11.7389,2.03325,0.966075,33.3408,0.00432616,51.1458,0.617839,0.101101,0.0224669,3.25769,44.8551,44.5766,49.399,4875.15,35.3557,0,24.0508,0.707706,61.6828,12.1321,1.42665,47.1388,8902
"632","13:2:1",2022-11-25 16:25:37,"A","potato","potato","n/a",13903.1,47.654,74.8896,13859.2,98.3646,440.953,151.709,828165,0.0374791,33.8307,13.5579,27.6807,10.5681,0.0692816,14.2933,54.0274,28.9224,16.4144,31.4059,12.6999,3.37881,7.17864,6.46519,0,99.9467,0,0.0532935,0,0,0.567274,0.392314,1.93456,31.9708,11.8365,11.991,29.8977,12.3694,0.204524,18.9352,2.2703,37.7745,17.0753,1.40162,22.5432,0.20031,20.8058,0.287785,0.0959284,0.0106587,49.2592,29.5406,59.5671,68.1719,10379.1,34.5766,0,18.77,0.154551,72.4099,8.21253,0.452995,48.2886,18764
"633","13:2:1",2022-11-25 16:27:59,"A","potato","potato","n/a",14028.4,47.9815,75.828,13926,99.2977,442.366,152.196,841150,0.0428083,33.8827,13.0229,27.2269,11.6267,0.0892342,14.1515,55.2475,28.4867,16.3823,31.3369,12.855,3.58511,7.35394,6.49182,0,99.9475,0,0.0524907,0,0,0.237153,0.395834,1.9684,31.4629,11.7212,11.7002,30.854,12.2933,0.203981,19.2483,2.42507,37.4416,17.5686,1.28602,22.0303,0.199349,21.2377,0.278201,0.11023,0.0472416,48.9213,29.4053,59.9607,68.599,10559.8,34.7285,0,18.503,0.120729,72.4634,8.4615,0.45142,48.8248,19051
"634","13:2:1",2022-11-28 11:22:38,"A","potato","potato","n/a",14403.4,70.186,59.6988,17882.6,93.1905,506.434,175.521,1129970,0.107442,12.5917,11.4099,44.2899,16.794,0.142624,14.7718,103.949,10.2333,22.6976,48.9762,5.09882,3.62164,9.37245,5.97434,0,99.7046,0,0.290342,0.00509372,0,0.229631,0.530333,2.63346,11.3947,9.13305,16.5903,54.9766,5.27201,0.0730882,36.0483,7.9513,17.1811,7.75265,2.16993,28.8967,0.0816154,42.6701,0.911777,0.305623,0.101874,19.8502,36.1604,78.4518,83.9888,10675.7,34.4639,0,26.5587,1.96618,61.5322,8.47086,1.47209,47.8292,19632
"635","13:2:1",2022-11-28 11:24:58,"A","potato","potato","n/a",15000.3,70.0673,60.4694,18171.2,93.1723,510.15,176.641,1178320,0.110759,12.556,11.1481,44.1449,16.7695,0.20396,15.1776,103.657,10.0289,23.3808,48.2887,5.47707,3.53199,9.29261,6.05388,0,99.7015,0,0.288529,0.00994926,0,0.554823,0.532322,2.47737,11.1979,9.34733,16.6202,55.1487,5.20844,0.0728945,35.8074,7.75047,17.7445,7.89474,1.81574,28.9872,0.0813174,42.3192,0.875535,0.273605,0.0696448,20.0677,36.3944,78.5535,84.021,10988.1,34.1148,0,27.1366,1.61675,61.3521,8.45687,1.43767,47.0924,20102
"636","13:2:1",2022-11-29 10:59:39,"A","potato","potato","n/a",15719.3,76.8184,57.0037,20061,97.7415,533.293,182.491,1326380,0.131543,8.04781,10.5449,48.1465,20.2478,0.212931,12.8,113.326,6.4218,25.4307,52.3568,3.00039,3.07782,9.71254,5.81861,0,99.8597,0,0.140341,0,0,0.214959,0.56963,2.07607,7.74293,7.75745,15.423,63.2404,3.76016,0.0418571,40.5875,8.79307,13.5356,5.30875,1.92605,29.849,0.0507587,47.9384,0.958188,0.36295,0.0822687,13.2114,37.4468,84.3793,91.799,11435.5,34.6908,0,26.5389,2.55517,61.324,8.21235,1.36953,46.668,20664
"637","13:2:1",2022-11-29 11:02:14,"A","potato","potato","n/a",15685.9,76.6396,57.9926,20113.9,97.5051,533.667,182.913,1322930,0.138425,8.1197,9.87801,47.0981,21.2666,0.381207,13.2565,113.884,6.26132,26.2413,51.9203,3.14495,2.95912,9.47298,5.91974,0,99.8332,0,0.166778,0,0,0.779855,0.573288,2.13476,7.55742,7.48594,15.253,63.9188,3.65005,0.0389174,39.8265,9.32526,13.3518,4.92709,1.84885,30.7205,0.0494337,47.8319,0.876775,0.324026,0.0953016,12.8991,37.9729,84.339,91.799,11664.6,34.6617,0,26.6177,2.46355,61.5363,8.01963,1.36281,48.0325,20986
"638","13:2:1",2022-11-30 10:40:38,"A","potato","potato","n/a",17672.5,81.93,56.8627,23255.1,87.206,569.122,191.688,1603450,0.153134,7.43424,7.84513,48.8118,20.2482,0.381243,15.2794,118.019,5.5958,24.5944,54.5177,2.89745,3.25327,9.14136,5.8845,0,99.839,0,0.160969,0,0,0.208707,0.58772,1.89774,6.62092,6.51925,14.9956,66.6582,3.30834,0.0228024,42.2459,11.1408,12.1108,4.71047,1.74948,28.0425,0.0378398,52.1583,0.881095,0.258398,0.0677765,11.4119,35.2226,90.7313,103.799,13223.5,33.6556,0,28.7288,2.07142,60.4948,7.61215,1.0929,48.4233,23607
"639","13:2:1",2022-11-30 10:43:19,"A","potato","potato","n/a",18207.2,81.2004,57.2437,23506.6,87.9149,571.682,191.508,1635220,0.157611,7.48676,7.51594,49.2184,20.8721,0.412689,14.4941,118.051,5.72346,24.4279,54.0581,2.93051,3.264,9.59606,5.88365,0,99.8541,0,0.1459,0,0,0.230267,0.588531,1.94673,6.63637,6.72808,14.3858,66.9182,3.38488,0.0201105,41.4398,11.8763,12.3723,4.71883,1.61324,27.9795,0.0374842,51.9863,0.992121,0.250115,0.0708658,11.6095,35.0911,89.8116,103.399,13456.1,33.9971,0,27.4543,1.93422,61.349,7.9995,1.26308,47.6343,23989
"640","13:2:1",2022-12-01 11:01:13,"A","potato","potato","n/a",18970.1,81.5414,55.8628,25635.2,98.4145,609.962,203.323,1977760,0.181619,5.07056,5.59726,51.2991,22.2436,0.558154,15.2313,124.11,3.52187,25.0187,57.5331,2.02822,2.68464,9.21347,6.21661,0,99.9017,0,0.0982666,0,0,0.192597,0.612615,1.40718,4.48882,5.55796,17.1888,68.8063,2.551,-0.0141868,44.1296,14.8422,9.66943,2.90476,1.34036,27.1137,0.0140139,57.4506,1.16348,0.23584,0.0707519,7.73948,33.3399,104.257,119.3,14320.6,33.6442,0,28.3126,1.79238,61,7.75913,1.13596,48.997,25441
"641","13:2:1",2022-12-01 11:03:36,"A","potato","potato","n/a",19207.7,81.4798,56.5025,25668.8,97.1969,610.803,204.353,2001120,0.180933,5.28713,5.57524,51.7734,21.7559,0.517812,15.0905,124.414,3.39887,24.4189,58.3765,2.09461,2.37882,9.3323,6.26448,0,99.9182,0,0.0817598,0,0,15.9211,0.611307,1.43664,4.50457,5.66089,17.189,68.6821,2.52677,-0.0149446,44.8978,14.67,9.42963,3.16138,1.20693,26.6342,0.0141506,58.0105,1.14853,0.299786,0.0583998,7.68153,32.8012,104.183,119.612,14503.5,33.4592,0,28.4524,1.53397,60.9889,7.79054,1.23418,49.0121,25685
"642","13:2:1",2022-12-02 16:53:36,"A","potato","potato","n/a",20527.6,98.6454,56.9274,26922.6,98.3674,614.584,208.4,2463640,0.160957,5.52272,5.78131,50.3916,17.5175,0.439601,20.3472,128.726,3.59808,19.9594,62.5231,1.99113,2.62283,9.3055,5.73208,0,99.9224,0,0.0775767,0,0,0.693736,0.621161,1.30403,4.41079,5.50794,17.3291,68.9693,2.47876,-0.030637,43.4282,18.8253,9.04692,2.75582,1.2597,24.6842,0.00708713,60.8016,1.03805,0.29553,0.0775767,7.3587,30.4285,120.016,130.146,15326.4,32.6296,0,32.8851,1.93572,56.8859,7.15922,1.1341,48.2765,27070
"643","13:2:1",2022-12-02 16:56:25,"A","potato","potato","n/a",20401.8,97.7851,57.3891,26807.1,97.6464,613.387,208.898,2450260,0.165192,5.58378,5.48439,51.2588,17.539,0.456419,19.6776,128.816,3.72129,20.4542,62.2203,1.87721,2.65386,9.07317,5.75384,0,99.9264,0,0.073616,0,0,0.157868,0.622313,1.34717,4.27709,5.49544,17.2703,69.1254,2.48454,-0.0334972,42.9439,19.4273,8.96643,2.58392,1.25515,24.8233,0.00555054,60.9872,1.02694,0.235571,0.0809776,7.04505,30.6243,120.1,130.121,15384.4,32.5706,0,32.4978,1.79255,57.1923,7.41681,1.10056,48.9206,27168
"644","13:2:1",2022-12-05 11:03:00,"A","potato","potato","n/a",23859.6,65.0128,56.4522,32980.5,81.579,696.977,253.27,3467300,0.178838,3.07692,2.82978,53.5249,14.9614,0.361446,25.2456,136.127,1.66821,16.9262,69.2184,1.55082,2.86994,7.76645,5.65149,0,99.9753,0,0.0247142,0,0,0.182972,0.656172,0.824838,2.46216,4.47019,15.3568,75.8511,1.03491,-0.0699124,46.5493,24.0161,6.2836,2.28916,0.77232,20.0896,-0.016518,69.5521,0.651838,0.228607,0.0926784,4.58449,24.8903,145.321,163.78,18618.2,31.0042,0,36.3516,1.36546,55.987,5.73988,0.55607,51.2574,32370
"645","13:2:1",2022-12-05 11:05:37,"A","potato","potato","n/a",24378.5,65.5946,56.6135,33157.5,81.6273,698.624,253.681,3544960,0.181029,3.12758,2.80901,52.881,16.0116,0.349211,24.8216,136.368,1.58983,17.1328,69.1898,1.34171,2.77531,7.97059,5.67554,0,99.9847,0,0.0153163,0,0,0.168569,0.657442,0.8087,2.30357,4.47848,15.1509,76.2444,1.01394,-0.0700523,46.9842,23.8934,6.30112,2.18104,0.882218,19.758,-0.0169483,69.784,0.683106,0.266503,0.0980242,4.59488,24.5734,145.413,163.792,18771.6,31.2237,0,35.932,1.39378,56.0974,6.00398,0.572829,50.3226,32645
"646","13:2:1",2022-12-06 10:56:20,"A","potato","potato","n/a",26547,66.824,61.048,33703.5,91.3343,690.46,244.613,4224450,0.181674,3.27486,2.43854,54.1041,14.9382,0.216822,25.0275,135.02,1.51212,17.8273,68.0821,1.91761,3.51139,7.14949,5.7045,0,99.9803,0,0.0197111,0,0,0.168523,0.651292,0.723679,3.43255,4.26886,14.9607,75.4878,1.12635,-0.0608825,48.3935,21.9779,5.31918,3.62403,0.844761,19.8406,-0.0118265,69.3352,0.732126,0.191479,0.0591333,5.65145,24.0306,159.131,169.394,20575.3,30.8186,0,36.3979,1.09537,55.4586,6.57224,0.475882,50.7743,35513
"647","13:2:1",2022-12-06 10:59:22,"A","potato","potato","n/a",26442.4,66.5279,60.9507,33738.4,91.3462,691.041,245.223,4212910,0.183844,3.10903,2.47932,54.288,15.2938,0.276735,24.5531,134.737,1.42885,17.728,67.9553,2.08398,3.49024,7.3137,5.70465,0,99.9774,0,0.0225906,0,0,14.7301,0.65185,0.75396,3.47048,4.23573,14.9352,75.4808,1.12388,-0.059823,48.1207,22.2009,5.5008,3.67662,0.900799,19.6001,-0.010903,69.3587,0.703132,0.177901,0.0593003,5.64764,24.0533,159.324,169.645,20563.8,31.0775,0,36.0941,1.11259,55.4683,6.84777,0.477226,51.0128,35413
"648","13:2:1",2022-12-07 10:36:24,"A","potato","potato","n/a",25920.6,70.8171,65.4865,31724.4,97.3157,673.884,232.03,4257840,0.184816,3.34184,2.50985,53.0063,15.6914,0.468689,24.982,135.088,1.78878,17.2028,68.6866,2.45161,3.54429,6.32592,5.60278,0,99.9945,0,0.00554662,0,0,0.135452,0.658501,0.834766,3.38621,4.51772,13.7279,76.6293,0.904099,-0.0631082,47.2988,23.5093,5.1639,3.4084,1.47817,19.1414,-0.00983471,69.9124,0.701647,0.122026,0.044373,6.1096,23.11,164.265,175.743,20775.2,31.6556,0,35.1878,1.26186,55.2055,7.78468,0.560209,53.2342,36058
"649","13:2:1",2022-12-07 10:39:04,"A","potato","potato","n/a",25693,70.7203,65.4448,31625.2,97.4013,673.504,231.482,4216940,0.183549,3.47693,2.3791,53.6215,15.164,0.414119,24.9444,135.359,1.83435,17.4125,68.6381,2.30128,3.58255,6.23124,5.64073,0,99.9833,0,0.0166759,0,0,0.175174,0.657805,0.853252,3.41023,4.43302,13.8049,76.4814,1.01723,-0.0647962,46.7538,24.0634,5.01946,3.5214,1.42579,19.2162,-0.0103591,69.9277,0.689272,0.127849,0.0500278,6.04502,23.1601,164.128,175.652,20697.1,31.6225,0,34.8777,1.20067,55.4697,7.82379,0.628127,53.6238,35980
"650","13:2:1",2022-12-08 10:38:09,"A","potato","potato","n/a",28550.8,86.3646,60.7726,37534.6,86.846,725.691,260.525,5126610,0.194657,3.55033,2.52879,51.2544,18.981,0.828743,22.8568,136.424,1.88282,19.2113,69.1312,1.19179,1.96044,6.62243,5.37055,0,99.985,0,0.0150225,0,0,0.188427,0.668272,1.07161,1.87782,3.00951,14.1062,78.698,1.23686,-0.0794494,47.9144,24.0736,4.68453,1.52479,1.11417,20.6885,-0.0236849,70.6635,0.813721,0.325488,0.105158,2.88933,25.2028,179.561,196.46,22810.8,32.073,0,33.688,1.69755,56.993,6.83525,0.786179,52.9879,39940
"651","13:2:1",2022-12-08 10:42:21,"A","potato","potato","n/a",28305.8,86.8263,60.1515,37642.1,87.0644,725.769,259.664,5086330,0.194071,3.50718,2.58755,51.7032,18.7554,0.899471,22.5472,136.841,1.87453,18.909,69.7783,1.14135,1.87957,6.41723,5.37289,0,99.9849,0,0.0151172,0,0,0.219258,0.66937,1.0582,1.80902,2.88738,13.8675,79.0703,1.30763,-0.0823989,47.6468,24.9383,4.73167,1.43109,1.1489,20.1033,-0.0246895,71.2623,0.839002,0.294785,0.095742,2.8899,24.6183,179.692,196.599,22642.3,32.2487,0,33.1494,1.79642,57.3847,6.82792,0.841522,53.0799,39690
"652","13:2:1",2022-12-09 10:30:29,"A","potato","potato","n/a",26653.4,90.8393,62.9277,33572.2,81.2469,688.889,241.935,4950860,0.199133,2.69547,2.37104,53.7391,18.1221,1.08954,21.9828,137.459,1.26257,17.8328,71.6746,0.930031,1.80599,6.494,5.16137,0,99.9784,0,0.0216286,0,0,16.4009,0.686724,0.629934,1.39234,2.45215,13.061,81.7671,0.697524,-0.0851474,49.3728,25.2136,4.67449,1.47075,1.12739,18.141,-0.0267658,73.7591,0.546123,0.154104,0.083811,2.20071,23.2562,185.75,199.195,21126.2,32.4107,0,33.5785,1.86817,56.7076,6.99416,0.851628,52.3929,36988
"653","13:2:1",2022-12-09 10:32:47,"A","potato","potato","n/a",26691.5,90.7589,63.5967,33522.8,81.956,688.899,240.832,4954650,0.199846,2.62559,2.20004,53.6359,17.8653,1.12946,22.5437,137.77,1.30343,17.7395,71.8679,0.950138,1.7156,6.42347,5.17838,0,99.9679,0,0.0321173,0,0,0.153698,0.68751,0.63967,1.38105,2.40077,13.0423,81.8912,0.645023,-0.0874143,49.5463,25.3058,4.46431,1.36231,1.05184,18.2694,-0.0274256,74.0492,0.583465,0.144528,0.0374702,2.15454,23.0308,185.626,199.399,21319.4,32.1584,0,34.114,1.68348,56.2375,7.09258,0.872521,52.9702,37363
"654","13:2:1",2022-12-09 10:35:10,"A","potato","potato","n/a",26749.9,90.9367,63.4279,33455.5,82.1331,688.009,240.408,4971290,0.201739,2.45829,2.14022,53.4058,18.3428,1.09706,22.5559,137.926,1.16984,17.6743,72.1529,0.900294,1.66312,6.43953,5.19054,0,99.9865,0,0.0134775,0,0,0.152146,0.688916,0.619963,1.35853,2.20491,13.3427,81.8917,0.582226,-0.0900583,49.252,25.7042,4.48799,1.29114,1.00003,18.2646,-0.0285038,74.1556,0.557967,0.134775,0.0646918,1.96501,23.1219,185.843,199.799,21220.1,32.3039,0,33.4618,1.62538,56.829,7.19157,0.892207,52.4536,37099
"655","13:2:1",2022-12-12 10:44:52,"A","potato","potato","n/a",27254.5,108.478,65.7624,33415.9,88.1283,683.818,236.532,5596050,0.192496,2.79857,2.49341,54.683,16.4289,0.740721,22.8554,136.367,1.66402,19.4935,68.8767,1.05109,1.73183,7.18291,5.20315,0,100,0,0,0,0,15.403,0.67834,0.769411,1.61707,2.46212,13.4869,80.7595,0.905036,-0.0777219,47.5131,24.2325,5.13549,1.55186,0.936334,20.6307,-0.0207008,70.7519,0.65726,0.211262,0.0678125,2.88986,25.4219,205.326,221.266,21975.1,31.6251,0,34.8791,1.45275,56.36,6.65084,0.65726,53.6933,38341
"656","13:2:1",2022-12-12 10:47:51,"A","potato","potato","n/a",27489.5,107.872,65.7921,33792.8,87.4388,687.323,239.733,5641100,0.195762,2.49529,2.35321,54.6225,16.9297,0.904089,22.6952,136.268,1.42846,19.6187,68.5713,0.976416,1.91925,7.48586,5.1978,0,100,0,0,0,0,0.182085,0.681979,0.692274,1.41555,2.52887,13.3444,81.2724,0.746519,-0.0767465,47.0385,24.4956,5.27213,1.51887,1.0255,20.6494,-0.0223305,70.5939,0.630279,0.1989,0.069744,2.54436,25.9629,205.209,221.171,22233,31.8331,0,34.407,1.5292,56.5521,6.75742,0.754269,53.9343,38713
