unit,timestamp,sensor,genotype,g_alias,treatment,3D Leaf Area mm²,Canopy Light Penetration Depth mm,Convex Hull Area Coverage %,Convex Hull Area mm²,Convex Hull Aspect Ratio ,Convex Hull Circumference mm,Convex Hull Maximum Width mm,Digital Biomass mm³,GLI Average ,GLI [-0.2:0] %,GLI [-1:-0.2] %,GLI [0.15:0.3] %,GLI [0.3:0.6] %,GLI [0.6:1] %,GLI [0:0.15] %,Hue Average °,Hue [0:25] %,Hue [100:125] %,Hue [125:360] %,Hue [25:50] %,Hue [50:75] %,Hue [75:100] %,Lightness Average %,Lightness [0:0] %,Lightness [0:25] %,Lightness [100:100] %,Lightness [25:50] %,Lightness [50:75] %,Lightness [75:100] %,NA NA,NDVI Average ,NDVI [-1:0] %,NDVI [0.15:0.3] %,NDVI [0.3:0.45] %,NDVI [0.45:0.6] %,NDVI [0.6:1] %,NDVI [0:0.15] %,NPCI Average ,NPCI [-0.2:0] %,NPCI [-1:-0.2] %,NPCI [0.2:0.4] %,NPCI [0.4:0.6] %,NPCI [0.6:1] %,NPCI [0:0.2] %,PSRI Average ,PSRI [-0.2:0] %,PSRI [-0.4:-0.2] %,PSRI [-0.8:-0.4] %,PSRI [-4:-0.8] %,PSRI [0.2:4] %,PSRI [0:0.2] %,Plant Height Averaged mm,Plant Height Max mm,Projected Leaf Area mm²,Saturation Average %,Saturation [0:0] %,Saturation [0:25] %,Saturation [100:100] %,Saturation [25:50] %,Saturation [50:75] %,Saturation [75:100] %,Surface Angle Average °,Voxel Volume Total mm³
14:1:2,2022-11-29 11:10:20,A,potato,potato,n/a,12772.6,83.0934,85.5919,11109.1,72.5478,393.074,145.398,1118180,0.201679,6.11403,0.843111,45.2921,22.1862,0.353753,25.2108,112.405,2.4291,24.8275,38.6003,5.7249,7.25783,21.1603,6.72476,0,99.9941,0,0.00589588,0,0,0.234898,0.614549,0.117918,3.23094,8.06556,25.0339,62.3076,1.24403,0.0576352,28.7011,12.7764,19.1026,5.69542,1.49755,32.2269,0.0406988,40.9999,0.424503,0.0530629,0,8.73769,49.7848,87.5457,98.799,9508.48,32.6033,0,32.1738,0.288898,56.4295,10.3355,0.77236,48.1145,16961
14:1:2,2022-11-29 11:13:02,A,potato,potato,n/a,13728.9,82.8686,64.9367,15578.9,59.6441,494.558,181.655,1201670,0.20807,5.61085,0.695101,46.6107,21.5815,0.822999,24.6789,113.051,2.38003,26.1024,38.7811,5.2494,7.17344,20.3136,6.7529,0,99.9778,0,0.0166824,0.00556081,0,0.145667,0.617303,0.144581,3.12517,7.64055,24.4954,63.3932,1.20113,0.0572274,29.8282,12.2171,18.2839,6.33932,1.30123,32.0303,0.039219,41.5281,0.433743,0.0778513,0.00556081,8.68042,49.2743,87.528,98.999,10116.4,32.8005,0,32.2304,0.311405,55.2577,11.2551,0.945337,47.4646,17983
14:1:2,2022-11-30 10:50:23,A,potato,potato,n/a,13484.3,92.6884,67.0408,14945.3,59.0642,484.72,180.044,1316420,0.193102,7.27405,0.893206,42.6729,19.8683,0.809468,28.4821,111.579,2.79127,22.6819,40.1273,8.4408,7.98861,17.9702,6.8747,0,99.933,0,0.0669905,0,0,0.162377,0.602857,0.184224,5.76676,8.39055,20.4209,62.5802,2.65729,0.0684742,28.8115,13.3869,17.7636,9.06046,2.38933,28.5882,0.0560706,41.5118,0.575001,0.0949031,0.00558254,13.4595,44.3533,97.6258,108.249,10019.4,33.5936,0,31.5302,0.217719,53.4695,13.7889,0.993692,47.991,17913
14:1:2,2022-11-30 10:52:48,A,potato,potato,n/a,13404,92.2564,66.4855,15030.1,58.9594,486.129,180.674,1303790,0.198651,7.01255,0.88145,43.1743,21.272,0.825662,26.834,112.102,2.56067,22.9958,39.8438,7.98326,7.78243,18.834,6.82873,0,99.9498,0,0.0502092,0,0,0.176822,0.606053,0.133891,5.46165,8.35704,19.9107,63.431,2.70572,0.0676525,28.5411,13.7796,17.4784,9.2106,2.41562,28.5746,0.0544487,41.6792,0.55788,0.083682,0,13.2664,44.4128,97.2692,107.799,9992.83,34.0838,0,30.2929,0.23431,54.4379,13.9303,1.1046,48.2029,17925
14:1:2,2022-12-01 11:10:27,A,potato,potato,n/a,14899.7,108.878,71.9126,14831.7,59.6528,485.546,180.525,1698700,0.177454,9.51753,1.11381,42.0978,17.8368,0.459248,28.9749,112.382,3.85874,21.9859,41.8919,9.16385,6.19721,16.9024,6.95441,0,99.905,0,0.0950169,0,0,0.154582,0.587739,0.353674,5.81187,7.82834,20.5342,61.0167,4.45524,0.0632602,30.8488,13.0068,16.1476,8.3087,2.94552,28.7426,0.0591924,42.974,0.733742,0.12141,0.0211149,14.0467,42.103,114.009,126.999,10665.8,32.6818,0,34.3697,0.32728,52.1643,12.3891,0.749578,45.7081,18944
14:1:2,2022-12-01 11:13:49,A,potato,potato,n/a,14906,109.022,72.0424,14795.5,56.8743,485.885,179.694,1700660,0.180562,9.2577,1.13553,42.0618,17.9476,0.720219,28.8771,111.837,3.73778,22.6948,40.8685,8.41657,7.04447,17.2379,6.91994,0,99.9106,0,0.0893702,0,0,0.253671,0.588977,0.367995,5.85638,7.3599,20.8127,61.3868,4.21617,0.0701065,30.0862,12.6958,16.9646,8.37451,2.92293,28.9559,0.0597034,41.9357,0.757018,0.0841131,0.00525707,13.742,43.476,114.092,127.374,10659,32.8029,0,33.6505,0.262854,52.3131,12.8641,0.909473,45.6463,19022
14:1:2,2022-12-02 17:01:52,A,potato,potato,n/a,15794.3,112.766,65.6569,17907.8,69.9108,515.294,181.973,1895410,0.175274,9.86899,1.12843,41.6993,17.6341,0.425552,29.2436,119.918,4.40375,20.7373,48.1352,5.81907,5.35526,15.5494,6.16304,0,99.9426,0,0.0573778,0,0,0.172934,0.6166,0.219948,5.78082,5.76647,18.6048,67.5002,2.12776,0.0199766,33.2935,16.8069,15.0139,6.11552,1.10452,27.6657,0.0305882,49.3497,0.61203,0.105193,0.0191259,10.4954,39.4186,120.006,134.199,11757.7,31.3241,0,35.6221,0.411208,54.4994,8.94616,0.521182,48.1,20914
14:1:2,2022-12-02 17:04:13,A,potato,potato,n/a,15761,112.963,65.5894,17810.6,69.9534,513.532,181.305,1892620,0.176686,9.75926,1.08116,41.5453,17.5244,0.591034,29.4988,120.391,4.51204,21.8058,47.4365,5.58839,4.96372,15.6936,6.21902,0,99.9664,0,0.0336361,0,0,0.175252,0.615297,0.254673,5.6941,5.46826,18.7209,67.6133,2.24881,0.0220338,32.9345,16.7267,15.5302,5.82384,1.27817,27.7065,0.0312082,48.7675,0.78324,0.0816876,0.00480515,10.5041,39.8587,120.082,134.199,11681.8,31.406,0,35.9089,0.456489,54.0772,8.84148,0.715968,47.8231,20811
14:1:2,2022-12-05 11:38:20,A,potato,potato,n/a,19391.4,79.8772,59.209,24373.2,62.962,598.324,219.419,2910270,0.185966,6.82938,0.958442,43.2696,18.6722,0.453999,29.8165,131.772,1.4008,22.2033,57.9372,2.63474,3.9657,11.8583,5.41702,0,99.9922,0,0.00776066,0,0,0.143354,0.6624,0.364751,2.18851,2.77056,14.2369,79.5235,0.915758,-0.0411526,40.5417,20.4765,8.29227,2.35924,0.725622,27.6047,-0.00721804,59.9589,0.760545,0.2367,0.0426836,3.86481,35.1364,150.081,171.799,14431.1,29.9392,0,39.8277,0.395794,51.9421,7.33382,0.500563,48.0709,25771
14:1:2,2022-12-05 11:40:45,A,potato,potato,n/a,19219.4,79.4578,58.7807,24341.4,67.4414,598.299,219.466,2887070,0.188431,6.70577,0.985337,44.7038,18.4751,0.469208,28.6608,132.959,1.38807,22.956,58.393,2.42424,4,10.8387,5.48895,0,99.9922,0,0.00782014,0,0,0.150056,0.663836,0.269795,2.33431,2.78397,14.2092,79.6676,0.735093,-0.0473764,39.609,21.9433,8.09775,2.27175,0.656892,27.4213,-0.0113814,60.2815,0.961877,0.254154,0.0391007,3.85142,34.6119,150.216,171.799,14308.1,30.3126,0,38.0293,0.312805,53.3333,7.71065,0.613881,48.0937,25575
14:1:2,2022-12-06 11:06:29,A,potato,potato,n/a,19799,78.7061,67.3384,22144.7,87.0351,557.635,197.717,3199600,0.194258,6.37631,1.05013,44.3282,20.6814,0.457069,27.1069,129.571,1.35232,25.5279,54.4933,2.71597,3.43746,12.4731,5.45923,0,99.9773,0,0.0226646,0,0,13.856,0.664694,0.26442,2.24002,2.1267,14.0974,80.5462,0.725267,-0.031852,39.3722,18.7172,9.47758,2.22113,0.381521,29.8304,-0.00663034,56.9335,0.887697,0.230423,0.026442,3.24104,38.6809,161.605,179.199,14911.9,30.4311,0,36.4938,0.453292,55.6643,7.06002,0.328637,48.8437,26473
14:1:2,2022-12-06 11:08:49,A,potato,potato,n/a,20998.8,83.1878,62.0931,25270.4,70.7206,614.852,223.542,3384650,0.191178,6.35878,1.10525,44.4432,19.6612,0.437794,27.9937,129.577,1.53228,25.1337,54.7888,2.81695,3.28704,12.4412,5.52051,0,99.9749,0,0.0251193,0,0,0.114955,0.662923,0.308609,2.25356,2.13514,14.1745,80.3208,0.807407,-0.0329102,39.4445,18.5201,9.09678,2.04902,0.383967,30.5056,-0.00690897,56.7481,0.943769,0.200955,0.0502386,3.23321,38.8237,161.183,178.999,15691.2,30.1455,0,38.0091,0.430617,54.1788,6.90422,0.477267,48.3289,27867
