unit,timestamp,sensor,genotype,g_alias,treatment,3D Leaf Area mm²,Canopy Light Penetration Depth mm,Convex Hull Area Coverage %,Convex Hull Area mm²,Convex Hull Aspect Ratio ,Convex Hull Circumference mm,Convex Hull Maximum Width mm,Digital Biomass mm³,GLI Average ,GLI [-0.2:0] %,GLI [-1:-0.2] %,GLI [0.15:0.3] %,GLI [0.3:0.6] %,GLI [0.6:1] %,GLI [0:0.15] %,Hue Average °,Hue [0:25] %,Hue [100:125] %,Hue [125:360] %,Hue [25:50] %,Hue [50:75] %,Hue [75:100] %,Lightness Average %,Lightness [0:0] %,Lightness [0:25] %,Lightness [100:100] %,Lightness [25:50] %,Lightness [50:75] %,Lightness [75:100] %,NA NA,NDVI Average ,NDVI [-1:0] %,NDVI [0.15:0.3] %,NDVI [0.3:0.45] %,NDVI [0.45:0.6] %,NDVI [0.6:1] %,NDVI [0:0.15] %,NPCI Average ,NPCI [-0.2:0] %,NPCI [-1:-0.2] %,NPCI [0.2:0.4] %,NPCI [0.4:0.6] %,NPCI [0.6:1] %,NPCI [0:0.2] %,PSRI Average ,PSRI [-0.2:0] %,PSRI [-0.4:-0.2] %,PSRI [-0.8:-0.4] %,PSRI [-4:-0.8] %,PSRI [0.2:4] %,PSRI [0:0.2] %,Plant Height Averaged mm,Plant Height Max mm,Projected Leaf Area mm²,Saturation Average %,Saturation [0:0] %,Saturation [0:25] %,Saturation [100:100] %,Saturation [25:50] %,Saturation [50:75] %,Saturation [75:100] %,Surface Angle Average °,Voxel Volume Total mm³
14:1:1,2022-11-24 17:39:54,A,potato,potato,n/a,18188.7,57.4097,74.9845,18290.2,82.2066,505.95,180.32,1448770,0.233973,3.8005,0.503886,44.4146,27.4276,1.65685,22.1966,124.225,0.623452,30.895,46.7845,1.27253,3.35639,17.0681,8.66078,0,99.9744,0,0.0128107,0.0128107,0,3.2918,0.618014,0.375779,0.597831,6.07225,33.2736,59.4116,0.269024,0.002214,37.484,15.0397,12.2641,2.59629,0.909557,31.7064,-0.00122716,51.2213,1.13588,0.132377,0.0298915,2.00273,45.4778,79.652,91.144,13714.8,32.737,0,33.423,0.39286,54.1891,10.6414,1.35366,48.9228,23418
14:1:1,2022-11-24 17:42:19,A,potato,potato,n/a,18180.6,57.6152,74.6714,18277.8,81.8004,505.586,180.71,1450810,0.232954,4.14323,0.58821,43.9655,26.7356,1.9192,22.6482,124.644,0.571036,30.4066,47.3531,1.45979,3.72247,16.4871,8.69685,0,99.9742,0,0.017174,0.0042935,0.0042935,0.217962,0.618956,0.369241,0.609678,6.09678,33.2961,59.2933,0.334893,-0.00130196,36.7395,16.2252,12.2966,2.56322,0.905929,31.2696,-0.00200844,51.5306,1.31381,0.0987506,0.017174,2.06088,44.9787,79.7997,90.999,13648.3,33.0604,0,32.2957,0.373535,54.901,10.8926,1.53707,48.6339,23291
14:1:1,2022-11-25 12:08:28,A,potato,potato,n/a,19634.1,58.403,77.3158,18674.6,81.658,510.26,181.083,1583320,0.24347,4.11467,0.477123,42.3416,29.761,2.11647,21.1891,122.236,0.636163,33.1661,43.6139,1.25194,3.54376,17.7881,8.76042,0,99.9715,0,0.0203899,0.00407797,0.00407797,0.127054,0.616727,0.350705,0.672865,6.20259,34.1571,58.3027,0.314004,0.0179993,35.5721,13.8162,13.3268,2.90759,1.25194,33.1254,0.00468462,48.2546,1.04396,0.0856374,0.00407797,2.03083,48.5809,80.6413,94.499,14438.4,33.7226,0,31.3025,0.436343,54.4491,12.1197,1.69236,47.3196,24522
14:1:1,2022-11-25 12:10:52,A,potato,potato,n/a,19558.2,58.2744,77.127,18729.9,82.2894,510.632,180.754,1575820,0.242934,3.64361,0.471717,42.5074,31.4587,1.42735,20.4912,121.506,0.650645,33.7075,43.3655,1.60221,3.68021,16.994,8.79786,0,99.9797,0,0.00813306,0.00813306,0.00406653,0.0982943,0.617675,0.317189,0.646578,5.9778,33.6871,58.9972,0.374121,0.0109984,35.4398,13.6107,12.7892,2.33419,0.813306,35.0128,0.00332501,47.8874,1.04103,0.0935302,0.0162661,1.69981,49.2619,80.5709,94.799,14445.8,33.3608,0,30.5844,0.296857,56.7077,11.1789,1.23216,47.5935,24591
14:1:1,2022-11-28 11:31:58,A,potato,potato,n/a,19432.8,58.5565,74.9407,18415.5,75.7333,507.841,184.71,1546270,0.239296,2.99284,0.462038,47.2985,28.2051,1.19048,19.851,113.486,0.745088,32.9712,32.9712,1.71911,5.39461,26.1988,9.73372,0,99.7794,0,0.178988,0.0333,0.00832501,0.143871,0.575162,0.195638,1.70663,13.191,38.6072,45.8084,0.491176,0.071856,28.5132,8.78705,19.3182,4.62038,1.39028,37.371,0.0366371,36.6134,0.570263,0.0749251,0.041625,5.48202,57.2178,79.57,94.299,13800.7,33.7291,0,31.1813,0.303863,54.5163,12.4417,1.55678,45.2329,24024
14:1:1,2022-11-28 11:34:18,A,potato,potato,n/a,19812.3,58.4258,72.3332,19659,80.2305,525.036,185.796,1571570,0.23179,4.25265,0.616208,44.0508,27.6929,1.46755,21.92,114.18,0.814854,31.0901,34.5847,2.15673,5.63506,25.7186,9.7105,0,99.6838,0,0.267564,0.04054,0.008108,0.121818,0.576518,0.198646,1.62565,12.8147,39.0197,45.8467,0.494588,0.072844,28.5888,9.80257,19.3335,5.3675,1.5689,35.3387,0.035043,37.4995,0.778368,0.06081,0.048648,5.61884,55.9938,79.3228,94.999,14220,33.7216,0,32.655,0.437832,52.4466,12.6687,1.79187,45.8502,24667
14:1:1,2022-11-29 11:10:20,A,potato,potato,n/a,19981.5,61.907,70.3223,20531.4,79.6542,536.541,187.044,1632750,0.234173,4.16318,0.606133,45.2287,28.9229,1.03681,20.0423,111.386,0.765642,31.0085,31.5189,2.23711,6.49998,27.9699,9.84863,0,99.6371,0,0.354907,0.00797544,0,0.150437,0.565629,0.275153,1.9141,15.3288,38.6171,43.1152,0.749691,0.0800931,25.3898,9.63433,21.4858,5.15612,1.31993,37.014,0.0449865,34.1468,0.813494,0.027914,0.027914,6.88679,58.0971,81.7131,97.8959,14438.1,34.2176,0,29.0306,0.350919,56.4063,12.984,1.22822,46.2486,25077
14:1:1,2022-11-29 11:13:02,A,potato,potato,n/a,19338.9,61.2594,74.3898,18586.8,74.8568,510.634,186.049,1592120,0.236645,3.16395,0.438978,47.1818,28.0863,1.05189,20.077,110.688,0.737152,30.9231,30.7782,2.53862,6.45629,28.5667,9.83404,0,99.5734,0,0.422413,0.0041413,0,0.139598,0.565326,0.335445,2.09136,14.8714,38.9531,43.024,0.724728,0.0822418,24.7608,9.65337,21.6052,5.40026,1.33764,37.2427,0.0471515,33.5445,0.782706,0.0745434,0.0082826,7.30526,58.2847,82.3273,97.4234,13826.7,34.2071,0,28.9932,0.244337,56.5619,12.9084,1.29209,45.6239,24147
14:1:1,2022-11-30 10:50:23,A,potato,potato,n/a,18857.3,66.423,71.2935,19509,80.2382,523.71,186.118,1606530,0.225755,4.27564,0.565713,47.0198,26.1253,0.848569,21.165,107.92,0.946954,26.3384,29.9664,3.09502,9.21128,30.4419,10.1052,0,99.2375,0,0.762483,0,0,0.161365,0.541729,0.463229,4.12396,19.4515,36.263,38.6038,1.09453,0.109737,24.1248,8.71526,24.0264,7.71911,2.6154,32.799,0.0679536,31.9013,0.819874,0.0819874,0.0286956,13.6099,53.5583,85.1941,102.448,13908.6,34.7842,0,28.9989,0.311552,55.1201,13.8764,1.69304,47.5073,24394
14:1:1,2022-11-30 10:52:48,A,potato,potato,n/a,19208.1,66.8325,72.0608,19631.5,80.1979,525.086,186.421,1645230,0.231766,3.82307,0.503565,46.1467,27.9177,0.946703,20.6623,107.411,0.966845,27.257,29.2269,3.21476,9.04403,30.2905,9.98224,0,99.1782,0,0.821818,0,0,0.145737,0.545997,0.443137,4.16146,18.7931,35.4429,39.9992,1.16021,0.109855,23.7441,8.41961,22.8135,8.16581,2.36071,34.4962,0.0681442,31.4064,0.668735,0.0483423,0.0201426,13.1209,54.7355,85.6528,102.999,14146.6,35.0739,0,28.389,0.281997,54.4253,15.2721,1.63155,47.4151,24823
14:1:1,2022-12-01 11:10:27,A,potato,potato,n/a,18973.2,76.8848,68.6036,20306.6,80.8141,534.156,187.142,1801930,0.219519,4.23909,0.575275,46.0139,24.9694,0.669115,23.5333,105.525,1.16279,24.9449,29.2697,6.11587,8.89433,29.6124,10.2538,0,99.082,0,0.913913,0.00407997,0,16.0699,0.524188,0.889433,5.19788,17.348,34.0269,38.4129,4.12485,0.119229,22.6479,8.88617,23.4394,8.37209,3.50061,33.1538,0.0860431,30.6202,0.811913,0.0734394,0.0203998,15.7364,52.7377,94.9726,110.774,13931.1,35.1746,0,28.0335,0.252958,54.696,15.6304,1.38719,47.2262,24510
14:1:1,2022-12-01 11:13:49,A,potato,potato,n/a,19260.3,77.5095,69.1841,20401.5,80.5215,535.649,187.521,1840900,0.223711,4.16902,0.527673,45.9961,25.9325,0.761299,22.6134,105.596,1.20841,26.1581,28.8407,5.94538,8.78112,29.0663,10.1995,0,99.1863,0,0.809635,0.00402804,0,0.175392,0.52768,0.749215,5.38951,16.817,34.3269,38.7859,3.93136,0.119973,23.701,8.00773,23.1048,7.91509,3.71788,33.5535,0.0858475,31.0481,0.580037,0.0684766,0.0120841,15.5966,52.6948,95.5801,110.999,14114.6,35.2786,0,28.3413,0.273906,54.1247,15.6771,1.58302,47.1065,24826
14:1:1,2022-12-02 17:01:52,A,potato,potato,n/a,20433.5,87.4888,70.2142,21148.8,76.0583,548.415,191.782,2216670,0.208458,6.07183,0.759924,46.4045,22.7826,0.608696,23.3724,107.847,2.17013,23.4745,32.6692,4.60113,8.53686,28.5482,9.48065,0,99.1758,0,0.797732,0.00756144,0.0189036,0.231142,0.536242,1.22117,5.70888,16.8658,31.9168,41.9433,2.34405,0.0942613,24.4839,10.1626,23.5539,7.75425,1.38752,32.6578,0.0701722,33.5614,0.877127,0.173913,0.0226843,14.4877,50.8771,108.482,123.799,14849.4,33.5304,0,29.7883,0.21172,56.8091,12.3554,0.835539,46.5921,26450
14:1:1,2022-12-02 17:04:13,A,potato,potato,n/a,20372.6,87.6434,70.1127,21093,75.5775,547.195,191.441,2209360,0.210851,6.49791,0.772745,44.6098,24.3624,0.662353,23.0948,108.936,2.20023,22.6989,34.4766,4.64789,8.5649,27.4115,9.5106,0,99.292,0,0.685192,0.0114199,0.0114199,15.4164,0.539143,1.12676,5.29501,16.8557,31.378,42.7103,2.63418,0.091406,25.5082,10.9859,22.8512,8.12333,1.76247,30.7689,0.0683976,35.2646,1.11915,0.0799391,0.0228397,14.8496,48.6639,108.448,123.799,14788.9,34.151,0,29.2691,0.224591,56.0525,13.4716,0.982109,46.5254,26270
14:1:1,2022-12-05 11:38:20,A,potato,potato,n/a,18487.5,100.887,67.2149,20429.2,68.3563,539.307,194.648,2367970,0.159118,10.6985,1.04286,37.228,14.4487,0.523475,36.0584,110.158,2.71143,15.9169,44.5035,16.6203,7.67217,12.5757,10.2869,0,91.8248,0,8.1752,0,0,0.260626,0.504296,6.80926,4.12645,6.80108,20.44,51.1328,10.6903,0.0902679,29.3473,16.2277,12.1422,14.0193,6.35122,21.9123,0.122728,43.9432,1.49681,0.11042,0.0245379,24.6197,29.8053,128.085,153.399,13731.5,34.8012,0,31.9319,0.188124,47.9511,18.4402,1.48863,47.9483,24452
14:1:1,2022-12-05 11:40:45,A,potato,potato,n/a,19006.7,100.857,68.7848,20444.5,68.7794,539.882,194.56,2434430,0.166886,10.0472,0.932672,38.5878,15.327,0.73653,34.3687,110.801,2.58986,16.644,44.436,16.1196,7.70555,12.505,10.2965,0,91.9662,0,8.03378,0,0,0.260507,0.507864,6.97702,4.07093,6.60476,20.1345,52.0335,10.1793,0.0881032,28.8167,17.0082,11.3802,14.1822,6.54071,22.0719,0.120915,43.9597,1.74526,0.112081,0.00400288,24.2455,29.9336,128.083,153.399,14062.7,35.4948,0,30.0697,0.18013,48.9953,19.3019,1.45305,47.7031,24982
14:1:1,2022-12-06 11:06:29,A,potato,potato,n/a,21590.5,111.148,68.0743,23299,71.4817,599.519,222.683,2981700,0.158552,11.9226,1.46136,36.862,15.4085,0.719989,33.6256,114.832,4.94012,18.7161,47.448,12.7317,6.00585,10.1583,9.52394,0,96.3216,0,3.57143,0.0962361,0.0106929,0.926671,0.525766,2.90134,5.45338,3.91717,22.0915,53.8102,11.8263,0.0592331,32.3603,16.3922,11.8299,10.2794,5.08626,24.0519,0.0925198,46.6888,1.88551,0.156829,0.0213858,20.3593,30.8882,138.102,163.799,15860.6,33.4066,0,33.5614,0.288708,50.4348,14.578,1.13701,47.2512,28056
14:1:1,2022-12-06 11:08:49,A,potato,potato,n/a,20522.5,112.027,70.0144,21598.4,66.915,565.359,196.938,2841180,0.156777,12.6776,1.41319,36.4177,15.1338,0.699118,33.6586,113.991,5.24151,17.4181,47.5512,13.2459,5.98923,10.5541,9.63105,0,96.0707,0,3.82458,0.0859877,0.018693,0.161694,0.521508,3.15538,5.41349,4.23957,21.6091,53.3124,12.2701,0.063068,31.4341,16.9919,12.4421,10.7859,5.26768,23.0784,0.0974321,46.5979,1.64872,0.138328,0.0336474,21.1081,30.4733,138.442,163.799,15122,33.6691,0,33.2212,0.205623,49.843,15.5937,1.13653,47.4425,26748
14:1:1,2022-12-07 10:44:30,A,potato,potato,n/a,18904.4,105.506,65.7901,21704.8,79.5257,554.894,195.861,2707980,0.167258,11.5389,1.17405,37.4471,16.9902,0.802467,32.0473,121.556,3.98862,20.1644,50.9191,9.53868,4.20999,11.1792,8.75354,0,97.7191,0,2.16626,0.0830138,0.0316243,0.231364,0.561881,1.69981,3.69214,3.93723,24.2558,58.1571,8.2579,0.0269525,35.5536,17.1562,11.0132,6.98502,3.68028,25.6117,0.0534274,50.9665,1.59307,0.122544,0.0237182,13.6498,33.6443,143.246,166.899,14279.6,32.0133,0,36.2098,0.336008,50.5277,11.9382,0.988259,49.0364,25297
14:1:1,2022-12-07 10:46:59,A,potato,potato,n/a,18968.1,105.232,65.9211,21766.1,79.973,555.851,196.481,2714940,0.166144,11.5903,1.23118,37.9431,16.3857,0.768507,32.0812,122.554,4.13661,20.1655,51.3018,9.11622,4.08955,11.1904,8.78434,0,97.6004,0,2.3016,0.0627353,0.0352886,0.263407,0.562666,1.76051,3.85038,3.99153,24.0825,58.2418,8.07324,0.02167,34.9122,18.1736,10.6375,6.6421,3.71314,25.9214,0.0505451,50.9057,1.98792,0.16468,0.0274467,13.5822,33.332,143.132,166.199,14348.4,32.0652,0,36.1786,0.305834,50.2862,12.1863,1.04297,49.1324,25504
14:1:2,2022-11-24 17:39:54,A,potato,potato,n/a,13833.3,55.0666,63.6353,17023.6,54.4478,516.523,196.372,874328,0.201002,4.90879,0.643514,46.2373,19.9862,0.510557,27.7137,118.548,1.61676,26.3841,43.3867,3.53667,6.08414,18.9916,6.59659,0,100,0,0,0,0,0.141315,0.637718,0.117003,0.840291,5.55762,25.3364,67.9679,0.180822,0.027941,34.1329,12.2746,15.6943,3.66431,0.547785,33.6861,0.0162295,46.0033,0.335053,0.0691379,0,3.97277,49.6197,63.2044,88.999,10833,30.437,0,38.0471,0.265915,53.0554,8.04659,0.585013,51.5404,18803
14:1:2,2022-11-24 17:42:19,A,potato,potato,n/a,13866.5,55.2921,63.4599,17066.6,54.6131,516.419,196.672,879229,0.203401,5.17663,0.739519,44.5733,20.93,0.877846,27.7027,119.179,1.50564,25.8512,44.2169,3.50074,6.28857,18.6369,6.62168,0,100,0,0,0,0,0.743368,0.639465,0.101085,0.920409,5.33624,24.8564,68.5891,0.19685,0.0251153,33.406,13.7848,15.9715,3.69228,0.808683,32.3367,0.0146491,46.7121,0.409662,0.0638434,0.00532028,4.06469,48.7444,63.4065,88.999,10830.5,31.1,0,36.6887,0.409662,53.3411,8.7093,0.851245,51.351,18796
14:1:2,2022-11-25 12:08:28,A,potato,potato,n/a,13260.5,62.1917,61.5356,16865.3,57.8971,514.579,195.392,914082,0.206002,4.87995,0.568213,44.3039,21.698,0.685199,27.8647,118.935,1.58208,28.121,43.0617,3.32572,5.75455,18.155,6.63483,0,100,0,0,0,0,14.6748,0.638895,0.105844,1.03058,5.21419,24.7061,68.7984,0.144839,0.0251079,34.1485,12.367,15.1746,3.20873,0.674057,34.4271,0.0131228,46.1033,0.339814,0.0501365,0.0111414,3.47613,50.0195,68.9326,91.799,10378.1,30.638,0,38.2096,0.31196,52.3035,8.40622,0.768759,51.5001,17951
14:1:2,2022-11-25 12:10:52,A,potato,potato,n/a,13309,62.2851,61.8714,16856.6,57.6988,514.225,195.575,920068,0.20629,4.49775,0.49975,45.866,21.7447,0.405353,26.9865,118.645,1.41596,28.1915,43.295,3.62041,5.5861,17.8911,6.66258,0,100,0,0,0,0,0.200831,0.639855,0.0721861,1.01061,5.18074,24.4544,69.0821,0.1999,0.0213087,35.0547,11.8607,14.4428,2.75418,0.455328,35.4323,0.0127317,46.449,0.388695,0.0610806,0.0111056,3.35388,49.7362,69.1314,91.799,10429.4,30.3237,0,36.9093,0.188794,55.339,7.07424,0.488645,51.5916,18009
14:1:2,2022-11-28 11:31:58,A,potato,potato,n/a,13014.7,71.4386,61.5293,15952.3,61.7906,500.331,184.386,989446,0.212202,3.98036,0.537262,47.8914,21.8544,0.571924,25.1646,116.024,1.49624,27.2039,40.6124,4.15945,6.49913,20.0289,6.62271,0,99.9942,0,0,0.00577701,0,0.13305,0.630694,0.0982091,2.12594,6.44136,24.8065,66.1583,0.369728,0.0424962,32.1664,11.9469,16.6205,4.87002,1.01098,33.3853,0.0265731,43.8128,0.236857,0.0519931,0.011554,6.00231,49.8845,76.0254,88.599,9815.35,31.8368,0,34.6678,0.23108,54.6101,9.76314,0.727903,48.9545,17310
14:1:2,2022-11-28 11:34:18,A,potato,potato,n/a,12136,72.1245,81.7826,11292.5,72.6549,396.122,146.784,927665,0.205522,5.5868,0.635697,44.0465,22.5978,0.611247,26.522,116.101,1.87653,25.5196,41.2286,4.50489,6.69315,20.1773,6.5951,0,100,0,0,0,0,0.741584,0.629963,0.103912,2.20049,6.65648,24.8411,65.8007,0.397311,0.0429362,30.8068,13.2335,17.1883,5.33007,1.12469,32.3166,0.0270519,43.5941,0.378973,0.0611247,0.00611247,6.35086,49.6088,76.4392,88.599,9235.28,31.9974,0,35.2506,0.311736,53.1357,10.2934,1.00856,49.5561,16360
