unit,timestamp,sensor,genotype,g_alias,treatment,3D Leaf Area mm²,Canopy Light Penetration Depth mm,Convex Hull Area Coverage %,Convex Hull Area mm²,Convex Hull Aspect Ratio ,Convex Hull Circumference mm,Convex Hull Maximum Width mm,Digital Biomass mm³,GLI Average ,GLI [-0.2:0] %,GLI [-1:-0.2] %,GLI [0.15:0.3] %,GLI [0.3:0.6] %,GLI [0.6:1] %,GLI [0:0.15] %,Hue Average °,Hue [0:25] %,Hue [100:125] %,Hue [125:360] %,Hue [25:50] %,Hue [50:75] %,Hue [75:100] %,Lightness Average %,Lightness [0:0] %,Lightness [0:25] %,Lightness [100:100] %,Lightness [25:50] %,Lightness [50:75] %,Lightness [75:100] %,NA NA,NDVI Average ,NDVI [-1:0] %,NDVI [0.15:0.3] %,NDVI [0.3:0.45] %,NDVI [0.45:0.6] %,NDVI [0.6:1] %,NDVI [0:0.15] %,NPCI Average ,NPCI [-0.2:0] %,NPCI [-1:-0.2] %,NPCI [0.2:0.4] %,NPCI [0.4:0.6] %,NPCI [0.6:1] %,NPCI [0:0.2] %,PSRI Average ,PSRI [-0.2:0] %,PSRI [-0.4:-0.2] %,PSRI [-0.8:-0.4] %,PSRI [-4:-0.8] %,PSRI [0.2:4] %,PSRI [0:0.2] %,Plant Height Averaged mm,Plant Height Max mm,Projected Leaf Area mm²,Saturation Average %,Saturation [0:0] %,Saturation [0:25] %,Saturation [100:100] %,Saturation [25:50] %,Saturation [50:75] %,Saturation [75:100] %,Surface Angle Average °,Voxel Volume Total mm³
12:1:1,2022-11-24 17:19:57,A,potato,potato,n/a,10562.1,52.9089,74.3943,10973.3,65.708,403.886,153.827,1029070,0.198518,4.80989,1.95013,47.1239,22.1648,0.464629,23.4867,130.545,1.72764,24.3963,58.2357,1.38734,3.23277,11.0202,5.23372,0,99.9935,0,0.00654407,0,0,15.5608,0.687529,0.307572,0.628231,2.3166,12.5973,83.522,0.628231,-0.0480361,40.9921,20.5549,7.62385,1.61639,0.660951,28.5518,-0.0130038,60.6636,0.765657,0.091617,0.0130881,1.79308,36.673,97.4308,103.799,8163.52,31.5247,0,34.9454,1.0536,55.7032,7.60421,0.693672,50.6309,15281
12:1:1,2022-11-24 17:23:28,A,potato,potato,n/a,10379.2,53.1955,73.5981,10983.8,65.9299,404.11,153.827,1013280,0.203962,4.92582,1.66172,47.2008,23.0003,0.501154,22.7102,130.62,1.43093,24.8335,58.147,1.3452,3.31685,10.9265,5.24924,0,99.9934,0,0.00659413,0,0,0.126217,0.689137,0.211012,0.883614,2.3607,11.7573,84.3653,0.422024,-0.048853,41.0089,20.7517,8.13716,1.49687,0.639631,27.9657,-0.0157473,60.7847,0.79789,0.125288,0.0461589,1.6815,36.5645,97.6264,102.999,8083.88,31.6763,0,33.8609,0.90999,56.7755,7.82723,0.626442,51.1715,15165
12:1:1,2022-11-25 11:40:02,A,potato,potato,n/a,0,,,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,0
12:1:1,2022-11-25 11:42:35,A,potato,potato,n/a,0,,,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,0
12:1:1,2022-11-25 16:14:23,A,potato,potato,n/a,15452.4,99.2634,93.1264,12617.7,69.5849,434.175,167.223,1658460,0.0228421,14.7324,19.8121,35.1755,11.5087,0.451322,18.32,86.4444,13.4568,15.7134,52.0678,6.1435,4.7573,7.86129,4.54973,0,99.8895,0,0.0690799,0.0184213,0.0230266,0.23615,0.519275,2.01713,14.9995,14.6311,12.5956,51.1467,4.60993,0.132409,30.8833,8.03168,18.8081,11.3613,6.38758,24.528,0.117161,38.2564,0.506586,0.128949,0.0230266,27.5859,33.4991,107.327,119.799,11750.4,38.0177,0,29.2438,4.154,49.5947,13.162,3.84545,49.4917,21714
12:1:1,2022-11-25 16:16:50,A,potato,potato,n/a,15255.6,99.0682,92.5269,12590.4,69.9942,435.776,168.223,1634140,0.0219373,14.2851,20.0157,35.5188,11.2213,0.387579,18.5715,86.8976,12.9193,15.7615,52.3924,6.12283,5.06621,7.73774,4.55024,0,99.8893,0,0.0784386,0.0138421,0.0184561,0.222428,0.520017,2.104,14.9126,14.322,12.4579,51.6264,4.57712,0.129792,31.3062,7.97767,19.0329,11.1983,5.96133,24.5236,0.115246,38.6379,0.484474,0.133807,0.0230702,27.3105,33.4102,107.118,120.091,11649.5,37.8238,0,29.0915,4.09265,50.3668,12.7993,3.6497,49.7752,21673
12:1:1,2022-11-28 11:14:56,A,potato,potato,n/a,18963.1,104.594,81.8957,16893.8,87.031,486.263,174.294,2133020,0.0704491,11.8458,14.5721,39.4425,12.8941,0.599009,20.6466,102.628,9.78766,17.21,53.1122,5.56004,5.17605,9.15409,4.65694,0,99.9654,0,0.0345582,0,0,0.217435,0.56085,1.30169,10.114,13.1667,14.8716,57.2399,3.30607,0.0945139,35.1918,9.68014,15.8737,8.6434,5.36805,25.2429,0.0792597,43.9005,0.744922,0.145913,0.0614369,20.3126,34.8347,112.483,121.399,13835.3,36.0681,0,32.0278,3.80141,50.0365,11.1585,2.97585,46.8352,26043
12:1:1,2022-11-28 11:17:14,A,potato,potato,n/a,17625.3,104.22,81.0306,16364.2,85.3733,477.606,171.172,1974580,0.0693166,11.9195,14.6197,39.6942,13.0825,0.44668,20.2374,102.656,9.93561,17.2676,53.1911,5.62978,5.27565,8.7002,4.70636,0,99.9557,0,0.0442656,0,0,21.1412,0.560391,1.36016,10.2696,13.0141,15.336,56.9537,3.0664,0.0925895,34.5312,10.326,15.4769,8.75251,5.50101,25.4125,0.079468,43.8511,0.740443,0.189135,0.0523139,20.664,34.503,112.031,122.199,13260,36.2962,0,31.6419,4.11268,50.2294,11.4165,2.5996,48.7761,24850
12:1:1,2022-11-29 10:47:46,A,potato,potato,n/a,17742.5,111.614,75.2566,17751.7,83.1553,502.81,178.515,2117330,0.0794623,9.63401,13.3971,41.6878,13.8457,0.615275,20.8201,113.472,7.67307,17.6127,57.6215,3.84646,4.65227,8.594,4.78396,0,99.9047,0,0.0952683,0,0,0.221529,0.576972,1.76246,8.68133,10.2929,14.2585,62.0594,2.94538,0.0551579,38.9846,11.9482,13.0795,6.49412,4.37044,25.1231,0.0578709,49.7618,0.841537,0.234201,0.0674817,15.9932,33.1018,119.337,128.599,13359.3,35.6097,0,33.467,4.70784,49.7856,9.48714,2.5524,48.8305,25192
12:1:1,2022-11-29 10:50:20,A,potato,potato,n/a,17768.7,111.447,75.0985,17854.3,83.4885,503.805,179.046,2118470,0.0763817,9.44363,14.0846,42.1237,13.643,0.516541,20.1885,113.56,7.42479,17.2272,58.3455,3.74985,4.80265,8.44998,4.81856,0,99.9172,0,0.0828043,0,0,0.224158,0.572883,1.77043,9.55798,9.64867,14.1556,61.7917,3.07559,0.0540039,39.407,11.8765,13.0279,6.45479,4.31765,24.9162,0.0591712,49.9389,1.0252,0.212925,0.0512598,16.2296,32.5421,119.225,128.599,13408.3,35.6295,0,32.9679,4.65281,50.345,9.52644,2.50779,48.9741,25361
12:1:1,2022-11-30 10:30:40,A,potato,potato,n/a,18026.2,120.451,70.7686,19082,80.9785,526.092,186.919,2326950,0.0937499,8.17478,11.8011,44.473,13.2057,0.731489,21.6139,120.513,5.97642,17.7892,60.3868,3.06603,4.17104,8.61056,4.87573,0,99.9183,0,0.0817089,0,0,0.206056,0.583927,2.40068,7.57169,7.68063,13.5753,65.8068,2.96487,0.0261845,42.5548,12.9917,11.2097,4.46286,3.56017,25.2208,0.0404292,53.7255,1.29956,0.319054,0.0933816,12.2135,32.3489,129.087,139.174,13504.1,34.3667,0,35.7885,4.71188,49.6051,7.85962,2.03494,48.4991,25701
12:1:1,2022-11-30 10:33:10,A,potato,potato,n/a,18187.9,120.458,71.2862,19044.6,81.1465,526.959,185.662,2347760,0.0924433,8.27704,11.9807,44.0368,13.6657,0.64446,21.3953,120.423,6.04084,17.6178,60.6258,3.12524,4.35205,8.23822,4.86668,0,99.8874,0,0.112586,0,0,0.305858,0.584163,2.33714,7.83058,7.95481,13.7239,65.3079,2.84572,0.0248299,42.6508,13.0911,10.8743,4.69369,3.36594,25.3242,0.0399945,53.9638,1.27727,0.318348,0.120351,12.4505,31.8697,129.083,139.799,13576.1,34.3529,0,35.6045,4.63545,49.7826,7.9354,2.04208,48.2658,25758
12:1:1,2022-12-01 10:47:31,A,potato,potato,n/a,20884.6,133.206,74.5423,21471.6,81.0421,549.995,194.169,2955020,0.0924475,8.20838,11.4354,45.7046,12.1298,0.493107,22.0288,119.697,6.06823,18.1812,59.951,3.18339,4.14277,8.47338,5.01244,0,99.9262,0,0.0704438,0.00335447,0,0.18062,0.587368,1.60008,6.76596,8.56731,15.974,64.7244,2.36825,0.0269629,44.4232,11.1435,11.1972,4.46815,3.10624,25.6617,0.0350589,54.1075,1.00299,0.338801,0.0737983,11.5327,32.9442,141.493,150.999,16005.4,33.3278,0,38.5831,4.30378,47.8448,7.44021,1.82818,50.0042,29811
12:1:1,2022-12-01 10:49:53,A,potato,potato,n/a,21001.8,132.784,75.0433,21403.4,80.9285,549.317,194.216,2964060,0.0905872,8.45113,11.6165,45.5215,11.851,0.502445,22.0573,119.639,6.21357,17.7229,60.2432,3.20895,4.20379,8.40758,5.03806,0,99.933,0,0.0636431,0,0.00334963,0.206927,0.586379,1.65807,6.78971,8.89663,15.7567,64.4905,2.40839,0.026446,43.7027,11.6366,10.9969,4.54545,3.1989,25.9195,0.0365413,53.9057,1.03504,0.304817,0.0703423,11.8108,32.8733,141.133,151.799,16061.8,33.3742,0,37.603,4.25404,48.9147,7.44289,1.78536,49.8625,29854
12:1:1,2022-12-02 16:45:02,A,potato,potato,n/a,19854.2,145.739,74.6443,20730.3,71.7088,560.042,203.688,3059890,0.0867192,8.42037,10.3688,41.9238,9.64969,0.595829,29.0415,128.355,5.95487,14.4814,64.8735,3.21542,4.29066,7.18419,4.9947,0,99.9281,0,0.0719104,0,0,2.58809,0.596512,1.68133,6.12951,7.7903,16.7757,65.6474,1.97582,0.00872447,44.5126,16.0908,9.69763,4.87964,3.68455,21.1348,0.0264385,59.0248,1.11975,0.308188,0.0993049,11.6255,27.8225,154.118,164.243,15474,32.6781,0,42.0471,4.4516,44.3139,7.37938,1.80803,51.1794,29203
12:1:1,2022-12-02 16:47:28,A,potato,potato,n/a,19964.2,146.016,76.3307,20525.4,71.6198,556.366,200.978,3075200,0.0823975,8.21501,11.0108,41.7309,9.6856,0.534145,28.8235,128.726,6.22042,14.236,65.098,2.90061,4.18864,7.35632,4.96209,0,99.9425,0,0.0574713,0,0,0.185992,0.596274,1.68695,6.40298,7.79581,16.6531,65.4733,1.98783,0.00704675,44.094,16.6024,9.51995,4.57404,3.83705,21.3725,0.0264422,59.1447,1.05815,0.348208,0.0777552,11.6937,27.6775,154.036,164.308,15667.2,33.0172,0,41.545,4.75659,44.476,7.46788,1.75456,51.6727,29580
12:1:1,2022-12-05 10:47:53,A,potato,potato,n/a,22032.5,173.391,71.118,24118.8,64.8209,617.834,223.657,4064220,0.107199,8.16435,7.65115,42.5147,8.59932,0.466266,32.6042,132.063,5.27288,11.9915,67.6117,4.4217,4.33408,6.36813,5.15037,0,99.9906,0,0.00938791,0,0,19.3017,0.600608,1.44887,6.76868,7.46339,15.4807,66.7042,2.13418,-0.00116449,45.3561,18.7821,8.60558,6.24922,4.00238,17.0046,0.0271328,63.0836,0.788584,0.200275,0.0406809,13.3183,22.5685,184.464,206.199,17152.8,31.8923,0,42.2299,2.76005,44.6645,8.73388,1.61159,51.0954,31956
12:1:1,2022-12-05 10:50:31,A,potato,potato,n/a,22222.3,172.909,70.3205,24678.4,65.2174,622.61,225.957,4102930,0.107388,8.09904,7.44664,43.2819,8.35689,0.444251,32.3713,133.36,5.08248,11.8581,68.5265,4.58852,4.13185,5.81254,5.20968,0,99.9814,0,0.0186399,0,0,0.277199,0.601604,1.46945,6.71969,7.48082,15.1356,67.054,2.14048,-0.00595247,45.7237,19.2115,8.36,6.32825,3.72798,16.6485,0.0249159,63.7827,0.841902,0.226786,0.0559197,13.0573,22.0355,184.631,205.399,17354,31.7826,0,42.294,2.59716,44.7389,8.73901,1.63099,51.3152,32189
12:1:1,2022-12-06 10:44:27,A,potato,potato,n/a,18872,177.417,71.1579,20488.3,69.4655,570.512,220.22,3743130,0.112218,6.68461,7.79386,44.0719,10.8125,0.570992,30.0662,127.963,4.89526,14.2312,63.802,5.12074,4.71705,7.23378,4.92224,0,100,0,0,0,0,0.218348,0.596182,1.88391,6.6446,6.6446,15.8241,66.1333,2.86951,0.0156053,44.7992,16.9188,7.85205,6.46276,5.23713,18.73,0.0392313,60.6561,0.811027,0.149113,0.0472796,13.7693,24.5672,198.343,216.199,14579.1,33.5428,0,39.6349,3.81146,44.2319,10.4415,1.88027,50.5597,27496
12:1:1,2022-12-06 10:46:45,A,potato,potato,n/a,19678.9,174.535,70.6937,21319.3,69.0997,579.72,224.601,3893930,0.114635,6.89509,7.36041,45.019,10.2616,0.518189,29.9457,129.595,4.58263,14.118,64.7807,4.52623,4.79413,7.19825,4.98365,0,100,0,0,0,0,0.210338,0.59926,1.685,6.54963,6.38748,16.1309,66.5362,2.7108,0.0064248,45.4279,17.2448,7.91737,5.90102,4.66018,18.8487,0.0321535,61.4671,0.937676,0.17978,0.0599267,12.8737,24.4818,197.873,216.599,15071.4,32.781,0,40.3166,3.37352,45.0754,9.65525,1.57924,49.961,28368
12:1:1,2022-12-07 10:24:56,A,potato,potato,n/a,19208.2,168.581,69.6048,21777.9,67.9826,588.29,232.762,3887370,0.119116,7.06111,6.43942,46.2345,8.32568,0.522783,31.4165,132.555,4.66266,13.5535,67.4815,5.05122,3.97739,5.27376,5.13814,0,100,0,0,0,0,0.233504,0.604216,1.69905,6.78206,5.82833,14.3554,68.8838,2.45143,-0.00542866,47.7746,18.2303,6.19922,5.58107,5.00177,17.213,0.0299171,65.083,0.63935,0.180148,0.0741787,13.0519,20.9714,202.381,220.599,15158.5,32.1151,0,41.6319,2.92476,45.1678,8.38573,1.88979,52.0829,28310
12:1:1,2022-12-07 10:27:20,A,potato,potato,n/a,19908.3,168.958,68.9624,22576.3,69.9892,591.687,232.391,4023950,0.11866,7.03777,6.3558,46.7096,8.12822,0.398103,31.3705,133.332,4.81185,12.9747,68.4529,4.86724,3.93603,4.95725,5.16437,0,100,0,0,0,0,0.211408,0.604746,1.78627,6.93392,5.68768,13.8748,69.3253,2.39208,-0.0112406,47.5577,19.4136,6.32118,5.52498,4.73569,16.4468,0.0285506,65.9051,0.761588,0.17655,0.0657735,12.947,20.144,202.124,220.599,15569.2,31.9711,0,40.9561,2.67248,46.1419,8.62672,1.6028,51.4226,28887
12:1:1,2022-12-08 10:22:45,A,potato,potato,n/a,20465.3,171.957,66.8963,24481.6,68.1723,603.236,234.842,4388520,0.114459,6.06561,7.75284,48.5378,9.56961,0.547298,27.5268,136.345,4.89005,13.7245,71.3106,3.08948,2.46446,4.52087,4.84392,0,99.9968,0,0.00323845,0,0,0.209929,0.623591,1.76172,5.36287,4.89005,11.49,74.1054,2.38997,-0.0342099,49.9304,19.8582,5.35963,3.65945,3.90881,17.2836,0.0113593,68.1175,1.15289,0.288222,0.119823,9.65705,20.6645,214.438,229.399,16377.3,32.685,0,38.5472,4.22293,49.3766,6.35383,1.4994,53.1246,30879
12:1:1,2022-12-08 10:25:07,A,potato,potato,n/a,20431.3,176.988,67.5106,24465.2,68.1074,603.249,235.393,4381300,0.113852,6.16782,7.93052,48.4117,9.47567,0.572635,27.4417,136.134,4.91698,13.4905,71.2691,3.00074,2.59125,4.73144,4.85566,0,99.9968,0,0.00319908,0,0,0.240392,0.622166,1.7467,5.49282,4.92338,11.779,73.7931,2.26495,-0.0323318,49.976,19.7639,5.87351,3.60536,3.96046,16.8208,0.0128589,68.1244,1.05889,0.339102,0.153556,9.7156,20.6085,214.441,229.399,16516.6,32.7365,0,38.4337,4.20999,49.2786,6.52612,1.55155,53.9097,31259
12:1:1,2022-12-09 10:18:55,A,potato,potato,n/a,18732.3,121.845,64.1982,24451.3,69.4169,602.358,235.973,4250800,0.140108,4.19643,4.58833,50.6416,8.35472,0.634667,31.5842,140.787,2.71901,14.2436,75.1231,1.26933,2.03232,4.61261,4.99804,0,99.9965,0,0.00346813,0,0,0.229036,0.65047,1.31442,2.43463,2.52827,12.7384,79.7669,1.21731,-0.0673807,56.1455,19.6261,3.92939,1.69245,2.08781,16.5187,-0.0186661,74.3463,0.929458,0.273982,0.135257,4.05077,20.2643,226.923,233.399,15697.3,29.3998,0,46.9168,3.14212,44.725,4.3525,0.863564,56.8966,28834
12:1:1,2022-12-09 10:21:18,A,potato,potato,n/a,17815.5,123.279,66.6674,22253.7,73.4595,579.464,222.764,4044000,0.138713,4.3652,4.88931,50.4508,8.74872,0.689049,30.8569,140.229,2.77452,14.602,74.5675,1.15819,2.03416,4.86366,4.88951,0,99.9963,0,0.00366515,0,0,2.104,0.65134,1.29746,2.30538,2.75619,13.2935,79.2186,1.12887,-0.0635844,56.3041,18.9745,4.07931,1.65298,2.23574,16.7534,-0.0169282,73.9628,0.831989,0.285882,0.0952939,4.07931,20.7448,226.994,233.399,14836,29.6476,0,46.9506,3.36461,44.4473,4.4275,0.809999,56.3553,27284
12:1:1,2022-12-12 10:31:22,A,potato,potato,n/a,19913.7,108.621,62.7369,26491.2,71.3022,622.015,239.28,4635470,0.141803,3.72808,2.80782,46.3324,6.32767,0.423188,40.3809,144.472,1.57856,13.9383,76.6205,1.06805,1.75321,5.04131,5.12165,0,99.9731,0,0.0268691,0,0,3163020,0.65584,0.792638,1.32666,2.01182,14.7646,80.1337,0.970646,-0.0820091,57.5636,20.3164,3.66091,1.0311,1.17552,16.2524,-0.0303028,76.6138,0.856452,0.238463,0.0772486,2.34097,19.873,232.778,237.399,16619.8,26.5714,0,54.4468,1.69611,40.0584,3.32169,0.476926,56.5396,29774
12:1:1,2022-12-12 10:33:52,A,potato,potato,n/a,19980.9,109.124,62.9819,26401.9,71.4147,621.39,238.773,4649740,0.140572,3.5936,2.93259,46.3879,6.35842,0.429487,40.298,144.651,1.62064,13.9684,76.6332,1.1274,1.68104,4.9693,5.11948,0,99.9497,0,0.0503305,0,0,0.149233,0.656505,0.697916,1.51663,2.09375,14.6462,80.0322,1.01332,-0.0844215,57.1318,20.6422,3.45938,1.0603,1.19116,16.5151,-0.0307572,76.4722,0.902594,0.234876,0.0973056,2.39909,19.894,232.709,237.399,16628.4,26.8332,0,53.8939,1.80183,40.4288,3.30168,0.573768,56.2939,29803
12:1:1,2022-12-13 10:40:42,A,potato,potato,n/a,19544.2,96.2077,63.9752,25415.7,74.4634,612.807,234.27,4578960,0.147228,3.73217,1.92294,46.5573,6.13412,0.389413,41.264,145.918,1.18202,13.8466,77.3451,0.995934,1.79544,4.83493,5.05925,0,99.9242,0,0.0689227,0.00689227,0,0.0971928,0.668864,0.451444,0.840857,1.60935,13.7191,82.628,0.751258,-0.0934522,57.4919,21.6245,3.26694,0.923565,0.809842,15.8832,-0.0370823,77.8758,0.892549,0.227445,0.0792611,1.34055,19.5844,234.287,239.799,16259.7,26.2774,0,54.6109,1.39913,40.6816,2.90854,0.399752,56.2665,29018
12:1:1,2022-12-13 10:43:52,A,potato,potato,n/a,19645.1,95.408,63.5459,25650.9,73.3712,615.757,235.794,4599010,0.146795,3.52356,2.03942,46.0566,6.24165,0.404456,41.7344,146.127,1.15167,13.7755,77.5801,0.980291,1.56984,4.94259,5.08078,0,99.9314,0,0.0616967,0.00685518,0,14.3234,0.668411,0.462725,0.922022,1.63839,13.5973,82.7215,0.658098,-0.0938621,57.3539,21.8817,3.32476,0.774636,0.82605,15.8389,-0.0370593,78.0943,0.819194,0.209083,0.0616967,1.27849,19.5373,234.104,239.799,16300.1,26.2545,0,54.2999,1.44302,41.1791,2.65638,0.421594,56.038,29175
12:1:1,2022-12-14 13:50:22,A,potato,potato,n/a,19341.7,98.5799,61.2744,26282.4,68.5756,618.419,238.773,4550890,0.148247,3.68878,1.85989,46.108,6.52683,0.344424,41.4721,145.392,1.22959,14.2764,76.5378,1.08838,1.72901,5.1388,5.09603,0,99.845,0,0.123993,0.0241097,0.00688848,0.13727,0.664358,0.547634,1.02983,1.87711,13.7907,81.997,0.757732,-0.0880321,57.7289,20.5518,3.41668,0.9265,0.830061,16.5461,-0.033952,77.1544,0.754288,0.196322,0.072329,1.59813,20.2246,235.289,242.184,16104.4,26.0774,0,54.7255,1.24681,40.7591,2.85872,0.409864,56.3373,29034
12:1:1,2022-12-14 13:52:46,A,potato,potato,n/a,19332.3,98.4656,61.8496,25950,68.8969,616.711,238.385,4548650,0.147675,3.76174,1.88607,45.9661,6.35856,0.336303,41.6912,145.795,1.33481,14.0901,76.8887,0.936102,1.62604,5.12429,5.13505,0,99.8475,0,0.124814,0.0173352,0.0104011,0.10099,0.665797,0.523524,1.00891,1.841,13.8266,82.117,0.683008,-0.0903022,57.494,20.993,3.12034,0.849426,0.904899,16.6384,-0.0346928,77.4295,0.745415,0.208023,0.0624068,1.57404,19.9806,235.287,242.199,16050,26.0565,0,54.8313,1.17533,40.6996,2.87765,0.416045,56.0895,28843
12:1:1,2022-12-15 10:35:11,A,potato,potato,n/a,19848,91.3369,62.8243,26384,68.3362,621.431,241.197,4671240,0.151235,3.49923,1.86043,49.2881,6.3604,0.298878,38.693,145.986,1.14178,13.6544,78.0946,0.94365,1.397,4.76862,4.96506,0,99.9093,0,0.0805964,0.0100746,0,0.181711,0.671029,0.547384,0.889919,1.64551,13.2111,82.9572,0.748875,-0.0970819,57.9387,21.7207,3.04587,0.745517,0.725368,15.8238,-0.0363382,78.5278,0.785815,0.208207,0.0805964,1.43059,18.967,235.351,242.199,16575.6,26.4776,0,51.6388,1.26604,43.9015,2.80744,0.386191,56.596,29778
12:1:1,2022-12-15 10:37:32,A,potato,potato,n/a,19835.5,91.2072,62.6478,26507.4,68.4812,622.235,241.197,4668130,0.151632,3.47236,1.81138,48.8503,6.22619,0.344228,39.2955,146.069,1.23989,13.8761,77.8357,0.90903,1.50725,4.63204,4.97454,0,99.9131,0,0.0835506,0.00334202,0,0.184484,0.669621,0.665062,0.935766,1.6543,12.957,82.9156,0.872268,-0.0981401,57.2522,22.2011,2.84406,0.721877,0.808769,16.172,-0.037242,78.3437,0.695141,0.217231,0.0868926,1.37691,19.2801,235.342,242.199,16606.3,26.4772,0,51.5507,1.31007,44.1114,2.69367,0.334202,56.8118,29922
12:1:1,2022-12-16 10:53:52,A,potato,potato,n/a,19194.1,111.421,64.316,25341.8,68.928,612.204,236.41,4675320,0.145531,3.29536,2.84445,47.5827,7.52983,0.423786,38.3238,144.076,1.62734,13.7781,77.1189,0.796718,1.56631,5.11256,4.90877,0,99.8915,0,0.081367,0.0271223,0,0.197883,0.661611,0.952672,1.38663,1.80702,12.2593,82.7333,0.861134,-0.0820367,59.5233,18.8025,3.58693,1.0137,1.18999,15.8835,-0.0290007,77.0511,0.779767,0.264443,0.132221,2.28167,19.4908,243.581,253.799,16298.8,27.1793,0,52.7631,2.07825,41.2056,3.46149,0.491592,58.0856,29496
12:1:1,2022-12-16 10:56:27,A,potato,potato,n/a,19155.3,114.555,64.5143,25250.9,69.6977,610.455,234.891,4665360,0.142525,3.52814,3.10949,46.6221,7.65387,0.486174,38.6002,144.319,1.91431,13.6061,77.1633,0.860934,1.51254,4.94277,4.8997,0,99.8785,0,0.0911577,0.0270097,0.00337621,16.1381,0.660684,0.96222,1.59695,1.65097,11.9518,82.9096,0.928458,-0.0822928,59.7758,18.586,3.76448,0.911577,1.22556,15.7365,-0.0299057,76.9574,0.803538,0.297107,0.189068,2.06624,19.6867,243.554,254.199,16290.5,27.2433,0,52.7601,2.13039,40.994,3.51464,0.600966,58.2248,29619
12:1:2,2022-11-24 17:19:57,A,potato,potato,n/a,17467.4,73.5812,77.0946,17259.5,84.4976,485.555,168.76,1460540,0.270372,1.35735,0.48205,47.7483,38.3991,1.00639,11.0068,116.39,0.761132,38.1919,38.5513,1.8098,3.74646,16.9394,5.67315,0,100,0,0,0,0,0.0815689,0.672903,0.194511,0.655419,2.9811,17.6456,78.1851,0.338281,0.0356561,37.287,8.13142,14.7744,3.25172,0.676561,35.8789,0.0156308,44.9406,0.372109,0.101484,0.00422851,2.18614,52.3955,83.6152,101.399,13306.2,35.4016,0,20.8973,0.646962,67.043,10.6812,0.731532,49.604,23649
12:1:2,2022-11-24 17:23:28,A,potato,potato,n/a,17522.9,73.9416,76.9553,17204.2,83.7649,484.66,168.55,1469900,0.27241,1.48073,0.536125,47.3109,39.5498,1.00842,10.114,116.515,0.744617,38.167,38.818,1.68071,3.83797,16.7518,5.68579,0,100,0,0,0,0,0.139057,0.674398,0.123394,0.719088,2.99123,17.7857,78.0444,0.336142,0.0355016,37.4606,8.08867,14.3775,3.25079,0.753127,36.0693,0.0151827,45.0515,0.344652,0.136159,0.0170198,2.35299,52.0977,83.8841,101.399,13239.5,35.7756,0,20.2536,0.727598,67.1007,11.2544,0.663773,49.0572,23502
12:1:2,2022-11-25 11:40:02,A,potato,potato,n/a,0,78.4,0,36256.3,5.70591,1734.34,845.288,0,0.105807,15.5172,0,43.1034,0,0,41.3793,133.527,8.62069,20.6897,60.3448,5.17241,3.44828,1.72414,13.6744,0,98.2759,0,1.72414,0,0,0.248466,0.3671,3.44828,24.1379,25.8621,36.2069,3.44828,6.89655,-0.0393325,46.5517,17.2414,12.069,0,0,24.1379,-0.0718329,36.2069,13.7931,13.7931,0,13.7931,22.4138,79.8,82.999,0,23.009,0,67.2414,0,31.0345,1.72414,0,0,58
12:1:2,2022-11-25 11:42:35,A,potato,potato,n/a,0,78.1333,0,35981.4,5.78574,1724.47,840.428,0,0.104449,12.069,0,22.4138,1.72414,0,63.7931,132.234,3.44828,24.1379,53.4483,5.17241,12.069,1.72414,13.9592,0,96.5517,0,3.44828,0,0,8.85484,0.332988,6.89655,17.2414,22.4138,39.6552,1.72414,12.069,-0.0219785,37.931,17.2414,12.069,1.72414,0,31.0345,-0.0622526,32.7586,5.17241,17.2414,0,10.3448,34.4828,80.0667,82.999,0,21.3232,0,72.4138,0,27.5862,0,0,0,58
12:1:2,2022-11-25 16:14:23,A,potato,potato,n/a,24693.2,79.6352,86.3738,21850.2,84.2621,544.555,184.287,2463750,0.198665,14.2168,1.95038,43.9426,28.0181,0.118297,11.7538,96.8519,11.4899,37.1451,22.7615,8.03506,3.76426,16.8042,5.94851,0,100,0,0,0,0,11.5909,0.562766,0.633948,11.7629,7.77117,19.7343,56.482,3.61563,0.142179,24.8969,2.02317,21.8545,13.41,0.764378,37.0511,0.0982261,26.6198,0.23356,0.0606649,0.00303324,20.2772,52.8058,99.7745,118.999,18872.9,35.3797,0,17.9356,0.0515652,71.7908,10.0431,0.178961,49.812,32968
12:1:2,2022-11-25 16:16:50,A,potato,potato,n/a,24169.2,79.4913,85.3649,21675.8,83.9706,542.889,183.911,2407360,0.196666,14.2875,2.06364,44.4706,27.2953,0.145633,11.7374,96.6527,11.601,37.5856,22.4584,8.17402,3.54786,16.6331,5.99556,0,100,0,0,0,0,0.202837,0.560356,0.700276,11.9264,7.79599,19.9703,56.0283,3.57884,0.142438,24.7297,1.89322,21.9409,13.1534,0.790134,37.4926,0.0986871,26.3316,0.244787,0.0433799,0,20.4412,52.939,99.6043,119.799,18503.5,35.2433,0,18.3683,0.0898584,71.676,9.68921,0.176618,49.9273,32273
